url,supermercado,nombre,error_type,precio_normal
https://diaonline.supermercadosdia.com.ar/huevo-blanco-extragrande-opi-6-ud-114868/p,Dia,Huevo Blanco Extragrande Opi 6 Ud 114868,,0.0
https://diaonline.supermercadosdia.com.ar/papas-fritas-lays-clasicas-x-85-gr-172869/p,Dia,Papas Fritas Lays Clasicas X 85 Gr 172869,,0.0
https://diaonline.supermercadosdia.com.ar/papas-fritas-sabor-a-jamon-serrano-lays-x-77-gr-213435/p,Dia,Papas Fritas Sabor A Jamon Serrano Lays X 77 Gr 213435,,0.0
https://diaonline.supermercadosdia.com.ar/te-negro-morenita-25-ud-307681/p,Dia,Te Negro Morenita 25 Ud 307681,,0.0
https://diaonline.supermercadosdia.com.ar/te-la-morenita-comun-50-ud-273325/p,Dia,Te La Morenita Comun 50 Ud 273325,,0.0
,,,"EXCEPTION: Message: invalid argument
  (Session info: chrome=148.0.7778.218)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff704b97de5+14895]
	chromedriver!GetHandleVerifier [0x7ff704b97e50+14900]
	chromedriver!(No symbol) [0x7ff7048fd396]
	chromedriver!(No symbol) [0x7ff7048e9944]
	chromedriver!(No symbol) [0x7ff7048e7d05]
	chromedriver!(No symbol) [0x7ff7048e8272]
	chromedriver!(No symbol) [0x7ff704901866]
	chromedriver!(No symbol) [0x7ff7049a56c4]
	chromedriver!(No symbol) [0x7ff70498005a]
	chromedriver!(No symbol) [0x7ff7049a486f]
	chromedriver!(No symbol) [0x7ff704949df8]
	chromedriver!(No symbol) [0x7ff70494ace3]
	chromedriver!GetHandleVerifier [0x7ff704eacc49+3296f9]
	chromedriver!GetHandleVerifier [0x7ff704ea7375+323e25]
	chromedriver!GetHandleVerifier [0x7ff704ecbc82+348732]
	chromedriver!GetHandleVerifier [0x7ff704bb6045+32af5]
	chromedriver!GetHandleVerifier [0x7ff704bbecec+3b79c]
	chromedriver!GetHandleVerifier [0x7ff704ba1bc4+1e674]
	chromedriver!GetHandleVerifier [0x7ff704ba1d54+1e804]
	chromedriver!GetHandleVerifier [0x7ff704b860e7+2b97]
	KERNEL32!BaseThreadInitThunk [0x7ff99f82e957+17]
	ntdll!RtlUserThreadStart [0x7ff9a0a4427c+2c]
",
https://diaonline.supermercadosdia.com.ar/dentifrico-extra-blancura-con-bicarbonato-oral-b-180-gr-304310/p,Dia,Dentifrico Extra Blancura Con Bicarbonato Oral B 180 Gr 304310,,0.0
https://diaonline.supermercadosdia.com.ar/tampon-regular-nosotras-8-ud-308301/p,Dia,Tampon Regular Nosotras 8 Ud 308301,,0.0
https://diaonline.supermercadosdia.com.ar/suavizantes-para-ropa-vivere-explosion-floral-plancha-facil-doypack-810-ml-307704/p,Dia,Suavizantes Para Ropa Vivere Explosion Floral Plancha Facil Doypack 810 Ml 307704,,0.0
https://www.carrefour.com.ar/galletitas-pepa-arcor-183-grs-748628/p,,Galletitas pepa Arcor 183 grs,no_disponible,
https://www.carrefour.com.ar/galletitas-mana-de-vainilla-livianas-136-g-704898/p,,Galletitas Maná de vainilla livianas 136 g.,no_disponible,
https://www.carrefour.com.ar/galletitas-chocolate-rellena-coco-rumba-x3-110-g-739662/p,,,no_name,
https://www.carrefour.com.ar/galletitas-mana-de-vainilla-livianas-fp-3x-136-g-704899/p,,,no_name,
https://www.carrefour.com.ar/galletitas-frambuesa-rell-fruti-sonrisas-3-108-g/p,,,no_name,
https://www.carrefour.com.ar/galletitas-pepas-carrefour-500-g/p,,,no_name,
https://www.carrefour.com.ar/vainillas-carrefour-flow-pack-444-g-700137/p,,,no_name,
https://www.carrefour.com.ar/galletitas-merengadas-fresa-3-x-88-g-708528/p,,,no_name,
https://www.carrefour.com.ar/galletitas-de-chocolate-macucas-85-g-744854/p,,Galletitas de chocolate Macucas 85 g.,no_disponible,
https://www.carrefour.com.ar/galletitas-formis-vainilla-rellenas-frutilla-72-g-712646/p,,Galletitas Formis vainilla rellenas frutilla 72 g.,no_disponible,
https://www.carrefour.com.ar/galletitas-formis-vainilla-rellenas-chocolate-102-g-712647/p,,Galletitas Formis vainilla rellenas chocolate 102 g.,no_disponible,
https://www.carrefour.com.ar/galletitas-vainilla-rellenas-almendra-amor-x3-110-g-737526/p,,,no_name,
https://www.carrefour.com.ar/galletitas-pepas-carrefour-900-g/p,,,no_name,
https://www.carrefour.com.ar/galletitas-de-avena-y-chocolate-cereal-mix-207-grs-751408/p,,Galletitas de avena y chocolate Cereal Mix 207 grs,no_disponible,
https://www.carrefour.com.ar/galletitas-chocolate-rellena-coco-rumba-110-g-739661/p,,Galletitas chocolate rellena coco Rumba 110 g.,no_disponible,
https://www.carrefour.com.ar/galletitas-dulces-mielita-vainilla-miel-159-g-713281/p,,,no_name,
https://www.carrefour.com.ar/galletitas-vainilla-rell-chocolate-mana-152-g/p,,,no_name,
