nombre,precio_normal,precio_descuento,precio_por_unidad,unidad,descuentos,fecha,supermercado,url,id_link_producto,peso
Bola De Lomo Trozado Don Juan - Envasado al vacío - El kilo a,29696.44,29696.44,0,KG,Ninguno,2026-04-13,Delimart,https://www.delimart.com.ar/bola_de_lomo_trozado_don_juan_-_envasado_al_vacio_-_el_kilo_a,110,1.0
