nombre,precio_normal,precio_descuento,precio_por_unidad,unidad,descuentos,fecha,supermercado,url,id_link_producto,producto_nombre,fecha_extraccion,error_type,titulo
Galletitas pepas Carrefour classic 170 g.,1290,1199.70,7057.06,1 K.,Ninguno,2026-06-22,Carrefour,https://www.carrefour.com.ar/galletitas-pepas-carrefour-classic-170-g/p,2703,,,,
Alimento para Gatos DIA Pescado 500 Gr.,2101.0,2101.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/alimento-para-gatos-dia-pescado-500-gr-69692/p,2651,Alimento para Gatos DIA Pescado 500 Gr.,2026-06-22 17:37:03,,
Té Saquitos en Sobre Green Hills 50 ud.,2768.0,2768.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/te-saquitos-en-sobre-green-hills-50-ud-18963/p,2501,Té Saquitos en Sobre Green Hills 50 ud.,2026-06-22 17:37:07,,
CERV SALTA CAUTIVA RUBIA LAT 473X,1982.44,1982.44,0,,Ninguno,2026-06-22,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/cerveza/cerv-salta-cautiva-rubia-lat-473x/,3576,,,,
Arvejas Secas La Campagnola 300 Gr.,1408.0,1408.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/arvejas-secas-la-campagnola-300-gr-46164/p,2316,Arvejas Secas La Campagnola 300 Gr.,2026-06-22 17:37:35,,
Cacao En Polvo Toddy Extremo 360 Gr.,4523.0,4523.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/cacao-en-polvo-toddy-extremo-360-gr-174817/p,2482,Cacao En Polvo Toddy Extremo 360 Gr.,2026-06-22 17:37:38,,
Mermelada damasco La Campagnola 454 g.,3729,3729,8213.66,1 K.,Ninguno,2026-06-22,Carrefour,https://www.carrefour.com.ar/mermelada-damasco-la-campagnola-454-g/p,3051,,,,
Limpiador De Pisos Cif Bioactive Oxygel Botella 750 Ml.,5390.0,5390.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/limpiador-de-pisos-cif-bioactive-oxygel-botella-750-ml-148286/p,2633,Limpiador De Pisos Cif Bioactive Oxygel Botella 750 Ml.,2026-06-22 17:37:52,,
JABL REXONA ANT ALOE 250X,2380.33,2380.33,0,,Ninguno,2026-06-22,Depot,https://depotexpress.com.ar/productos/tocador-y-cosmtica/jabl-rexona-ant-aloe-250x/,3723,,,,
Triangulitos de Hojaldre Azucarado Mafalda x150g,1503.98,1503.98,0,,Ninguno,2026-06-22,Delimart,https://www.delimart.com.ar/triangulitos_de_hojaldre_azucarado_mafalda_x150g2,3781,,,,
,,,,,,,,https://www.carrefour.com.ar/soda-carrefour-classic-600-ml-740284/p,3105,,,404,Carrefour - Las mejores ofertas en supermercados
Mermelada de frambuesa BC La Campagnola 390 grs,5255,5255,13474.36,1 K.,Ninguno,2026-06-22,Carrefour,https://www.carrefour.com.ar/mermelada-de-frambuesa-bc-la-campagnola-390-grs-754231/p,3040,,,,
DESD LYSOFORM AERO ORIG 360X,3111.30,3111.30,0,,Ninguno,2026-06-22,Depot,https://depotexpress.com.ar/productos/limpieza/des-lysoform-aero-orig-360x/,3751,,,,
Mermelada Frutilla Dulcor 454 Gr,3169.12,3169.12,0,,Ninguno,2026-06-22,Delimart,https://www.delimart.com.ar/mermelada_frutilla_dulcor_454_gr,4036,,,,
Queso Cremoso Cremigal Fracc Aprox 900g,11151.27,9478.58,0,,Ninguno,2026-06-22,Delimart,https://www.delimart.com.ar/queso_cremoso_cremigal_fracc_aprox_900g,3917,,,,
Alimento Esterilizado Pescado Cat Chow 3 Kg.,23778.0,23778.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/alimento-esterilizado-pescado-cat-chow-3-kg-309205/p,2652,Alimento Esterilizado Pescado Cat Chow 3 Kg.,2026-06-22 17:39:24,,
Manteca sin sal Cremigal x 100 gr,2130.66,1811.06,0,,Ninguno,2026-06-22,Delimart,https://www.delimart.com.ar/manteca_sin_sal_cremigal_x_100_gr,3888,,,,
Gaseosa Secco Cola 3 Lt,2578.12,2191.40,0,,Ninguno,2026-06-22,Delimart,https://www.delimart.com.ar/gaseosa_secco_cola_3_lt,4069,,,,
Suavizante Vivere plancha facil 900 ml,3279,3279,3643.33,1 L.,Ninguno,2026-06-22,Carrefour,https://www.carrefour.com.ar/suavizante-vivere-plancha-facil-900-ml-769534/p,3386,,,,
TE LA VIRG MANZANILLA 25X,1370.81,1370.81,0,,Ninguno,2026-06-22,Depot,https://depotexpress.com.ar/productos/desayuno/te-la-virg-manzanilla-25x/,3681,,,,
Triangulos dulces de hojaldre Bulnez 150 g.,1187,1187,7913.33,1 K.,Ninguno,2026-06-22,Carrefour,https://www.carrefour.com.ar/triangulos-dulces-de-hojaldre-bulnez-150-g-745332/p,2733,,,,
Jabon Liquido Ariel Limpieza Profunda Doy Pack x800 Ml,5324.51,5324.51,0,,Ninguno,2026-06-22,Delimart,https://www.delimart.com.ar/jabon_liquido_ariel_limpieza_profunda_doy_pack_x800_ml,4368,,,,
Papel Higienico Elite Ultra Suave doble hoja 30 m 4 Ud.,5615.0,5615.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/papel-higienico-elite-ultra-suave-doble-hoja-30-m-4-ud-264570/p,2598,Papel Higienico Elite Ultra Suave doble hoja 30 m 4 Ud.,2026-06-22 17:40:39,,
Galletitas De Agua Familiar Criollitas 300 Gr,2206.30,2206.30,0,,Ninguno,2026-06-22,Delimart,https://www.delimart.com.ar/galletitas_de_agua_familiar_criollitas_300_gr2,3845,,,,
GALLETITAS DULC T.LINCOLN TRAD 153X,1352.70,1352.70,0,,Ninguno,2026-06-22,Depot,https://depotexpress.com.ar/productos/desayuno/gald-t-lincoln-trad-153x/,3444,,,,
Mayonesa Bc La Campagnola 125 Gr,880.92,880.92,0,,Ninguno,2026-06-22,Delimart,https://www.delimart.com.ar/mayonesa_bc_la_campagnola_125_gr,3990,,,,
Soda Carrefour Classic sifón 2 lts,1750,1610,805,1 L.,Ninguno,2026-06-22,Carrefour,https://www.carrefour.com.ar/soda-carrefour-classic-sifon-2-lts-726409/p,3102,,,,
Pure De Tomate De La Huerta Baggio 530 Gr,908.83,908.83,0,,Ninguno,2026-06-22,Delimart,https://www.delimart.com.ar/pure_de_tomate_de_la_huerta_baggio_530_gr,4008,,,,
"Agua Sin Gas Saborizada Pomelo Dia 1,5 Lt.",1491.0,1491.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/agua-sin-gas-saborizada-pomelo-dia-15-lt-3945/p,2371,"Agua Sin Gas Saborizada Pomelo Dia 1,5 Lt.",2026-06-22 17:41:41,,
ALPE SABRO CAR-CER-VEGE 1.5X,3565.06,3565.06,0,,Ninguno,2026-06-22,Depot,https://depotexpress.com.ar/productos/alimentos-para-mascotas/alpe-sabro-car-cer-vege-1-5x/,3754,,,,
Whisky anejo Old smuggler 750 cc,9599,7199.25,9599,1 L.,35% off tarjeta crf crdito | 35% off cuenta digital | 25% off max 8 unidades,2026-06-22,Carrefour,https://www.carrefour.com.ar/whisky-anejo-old-smuggler-750-cc-458724/p,3199,,,,
Café Instantáneo Arlistan Suave 170 Gr,9200.49,9200.49,0,,Ninguno,2026-06-22,Delimart,https://www.delimart.com.ar/cafe_instantaneo_arlistan_suave_170_gr,4176,,,,
Cerveza Andes Origen IPA Andina Lata 473 Ml.,3190.0,2392.5,,,,,Dia,https://diaonline.supermercadosdia.com.ar/cerveza-andes-origen-ipa-andina-lata-473-ml-298961/p,2403,Cerveza Andes Origen IPA Andina Lata 473 Ml.,2026-06-22 17:42:28,,
Acondicionador Fortalecimiento Palta Dove 400Ml 293989,0.0,0.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/acondicionador-fortalecimiento-palta-dove-400ml-293989/p,2584,Acondicionador Fortalecimiento Palta Dove 400Ml 293989,2026-06-22 17:42:48,,
Lentejas Albor 500 gr,2423.25,2423.25,0,,Ninguno,2026-06-22,Delimart,https://www.delimart.com.ar/lentejas_albor_500_gr,4019,,,,
