supermercado,producto_nombre,nombre,precio_descuento,precio_normal,precio_por_unidad,unidad,descuentos,url,fecha_extraccion,id_link_producto,fecha,error_type,titulo
,,,,,,,,https://depotexpress.com.ar/productos/bebidas-c-alcohol/aperitivos/aper-campari-1000x/,,3641,,exception,"Message: timeout: Timed out receiving message from renderer: 5.491
  (Session info: chrome=149.0.7827.155)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7f90f3fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff7f90f4000+14980]
	chromedriver!(No symbol) [0x7ff7f8c3793d]
	chromedriver!(No symbol) [0x7ff7f8c24449]
	chromedriver!(No symbol) [0x7ff7f8c24131]
	chromedriver!(No symbol) [0x7ff7f8c21e01]
	chromedriver!(No symbol) [0x7ff7f8c2273f]
	chromedriver!(No symbol) [0x7ff7f8c31e1a]
	chromedriver!(No symbol) [0x7ff7f8c48a77]
	chromedriver!(No symbol) [0x7ff7f8c5093a]
	chromedriver!(No symbol) [0x7ff7f8c22f01]
	chromedriver!(No symbol) [0x7ff7f8c487a5]
	chromedriver!(No symbol) [0x7ff7f8cdf71a]
	chromedriver!(No symbol) [0x7ff7f8c8401c]
	chromedriver!(No symbol) [0x7ff7f8c84f43]
	chromedriver!GetHandleVerifier [0x7ff7f96d7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff7f96d1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff7f96f7115+617a95]
	chromedriver!GetHandleVerifier [0x7ff7f9111dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff7f911a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff7f90fd744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff7f90fd8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff7f90e1447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Dia,Vacio de Novillo X Kg.,Vacio de Novillo X Kg.,18490.0,18490.0,,,,https://diaonline.supermercadosdia.com.ar/vacio-de-novillo-x-kg-162846/p,2026-06-22 19:55:21,2512,,,
Dia,Alimento Esterilizado Pescado Cat Chow 3 Kg.,Alimento Esterilizado Pescado Cat Chow 3 Kg.,23778.0,23778.0,,,,https://diaonline.supermercadosdia.com.ar/alimento-esterilizado-pescado-cat-chow-3-kg-309205/p,2026-06-22 19:55:26,2652,,,
,,,,,,,,https://www.carrefour.com.ar/galletitas-dulces-duquesa-terrabusi-115-g-521124/p,,2722,,404,Carrefour - Las mejores ofertas en supermercados
Carrefour,,Lentejas Carrefour Classic 400 g.,1462.80,1590,3657,1 K.,Ninguno,https://www.carrefour.com.ar/lentejas-carrefour-classic-400-g-738618/p,,3030,2026-06-22,,
Carrefour,,Shampoo Elvive reparación total 5 400 cc,7415.85,11409,28522.50,1 L.,2do al 70% max 8 unidades combinable elvive,https://www.carrefour.com.ar/shampoo-elvive-reparacion-total-5-400-cc-726120/p,,3311,2026-06-22,,
Delimart,,"Caldo De Gallina Maggi 2 x 9,5 g",334.21,334.21,0,,Ninguno,https://www.delimart.com.ar/caldo_de_gallina_maggi_2_x_95_g,,3998,2026-06-22,,
Dia,Arroz Largo Fino Luchetti 1 Kg.,Arroz Largo Fino Luchetti 1 Kg.,1960.0,1960.0,,,2do al 50%,https://diaonline.supermercadosdia.com.ar/arroz-largo-fino-luchetti-1-kg-299671/p,2026-06-22 19:56:10,2230,,,
Dia,Pasta Dental Kolynos Frescura 123 90 Gr.,Pasta Dental Kolynos Frescura 123 90 Gr.,1630.0,2175.0,,,,https://diaonline.supermercadosdia.com.ar/pasta-dental-kolynos-frescura-123-90-gr-119554/p,2026-06-22 19:56:18,2591,,,
Carrefour,,Mayonesa Clásica Hellmanns sin tacc doypack 475 g.,2889,2889,6082.11,1 K.,Ninguno,https://www.carrefour.com.ar/mayonesa-clasica-hellmanns-sin-tacc-doypack-475-g-694755/p,,2979,2026-06-22,,
Carrefour,,Galletita rellena de vainilla Polvorita en paquete 152 g.,1535,1535,10098.68,1 K.,Ninguno,https://www.carrefour.com.ar/galletita-rellena-de-vainilla-polvorita-en-paquete-152-g-745255/p,,2806,2026-06-22,,
Delimart,,Te La Virginia 25sq,1409.18,1409.18,0,,Ninguno,https://www.delimart.com.ar/te_la_virginia_25sq2,,4247,2026-06-22,,
Carrefour,,Mayonesa Cañuelas 500 cc.,2389,2389,4778,1 K.,Ninguno,https://www.carrefour.com.ar/mayonesa-canuelas-500-cc-730347/p,,2987,2026-06-22,,
Depot,,VINF STA JULIA MALBEC 750X,4410.01,4410.01,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-sta-julia-malbec-750x/,,3607,2026-06-22,,
Carrefour,,Galletitas dulces rellenas de vainilla Amor 110 grs,1569,1569,14263.64,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-dulce-rellenas-de-vainilla-amor-110-grs-737507/p,,2721,2026-06-22,,
Depot,,FERN 1882 450X,4709.90,4709.90,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/aperitivos/fern-1882-450x/,,3631,2026-06-22,,
,,,,,,,,https://www.carrefour.com.ar/galletitas-de-vainillas-merengadas-rellenas-de-frutilla-88-g-716912/p,,2698,,404,Carrefour
Delimart,,Café La Virginia Suave Frasco x170 Gr,8967.64,8967.64,0,,Ninguno,https://www.delimart.com.ar/cafe_la_virginia_suave_frasco_x170_gr,,4181,2026-06-22,,
Delimart,,Mermelada Ciruela Dulcor 500 Gr,1831.01,1831.01,0,,Ninguno,https://www.delimart.com.ar/mermelada_ciruela_dulcor_500_gr,,4039,2026-06-22,,
Delimart,,Yerba Mate Compuesta Verdeflor Con Cedron x 500 Gr,2425.14,2425.14,0,,Ninguno,https://www.delimart.com.ar/yerba_mate_compuesta_verdeflor_con_cedron_x_500_gr,,4207,2026-06-22,,
Depot,,DESA REXONA WM BAMBOO 150X,2310.50,2310.50,0,,Ninguno,https://depotexpress.com.ar/productos/tocador-y-cosmtica/desa-rex-wm-bam-89x/,,3710,2026-06-22,,
Carrefour,,Leche en polvo entera La Serenísima bolsa 200 g.,3939,3939,19695,1 K.,Ninguno,https://www.carrefour.com.ar/leche-en-polvo-entera-la-serenisima-bolsa-200-g/p,,2901,2026-06-22,,
Carrefour,,Mermelada BC La Campagnola de naranja 390 g.,3849,3849,9869.23,1 K.,Ninguno,https://www.carrefour.com.ar/mermelada-bc-la-campagnola-de-naranja-390-g-691479/p,,3038,2026-06-22,,
Depot,,VINF CONEJO VERDE MALBEC 750X,4992.92,4992.92,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-conejo-verde-malbec-750x/,,3618,2026-06-22,,
Dia,Harina Leudante Vitamina D Pureza 1 Kg.,Harina Leudante Vitamina D Pureza 1 Kg.,1900.0,1900.0,,,,https://diaonline.supermercadosdia.com.ar/harina-leudante-vitamina-d-pureza-1-kg-57371/p,2026-06-22 20:00:31,2222,,,
Carrefour,,"Gaseosa pomelo Carrefour Classic light 2,25 lts",1663.20,1890,739.20,1 L.,Ninguno,https://www.carrefour.com.ar/gaseosa-pomelo-carrefour-classic-light-225-lts-722109/p,,3076,2026-06-22,,
Depot,,DESL POETT M.ESPA ESP.PLAY 1.8X,2987.50,2987.50,0,,Ninguno,https://depotexpress.com.ar/productos/ofertas/desl-poett-m-espa-esp-play-1-8x/,,3744,2026-06-22,,
Carrefour,,Papas fritas Bulnez corte clásico 120 g.,2089,2089,17408.33,1 K.,Ninguno,https://www.carrefour.com.ar/papas-fritas-bulnez-corte-clasico-120-g-742670/p,,3120,2026-06-22,,
Carrefour,,Té verde Green Hills saquitos momentos x 50 uni,4499,4499,44990,1 K.,Ninguno,https://www.carrefour.com.ar/te-verde-green-hills-saquitos-momentos-x-50-uni-691016/p,,3237,2026-06-22,,
Carrefour,,Alcohol etílico 70% desinfección Bialcohol botella 1 l.,5739,5739,5739,1 L.,alcohol etlico 70% desinfeccin bialcohol botella 1 l.,https://www.carrefour.com.ar/alcohol-etilico-70-desinfeccion-bialcohol-botella-1-l/p,,3414,2026-06-22,,
Carrefour,,Galletitas Chocolinas de chocolate 170 g.,1909,1909,12726.67,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-chocolinas-de-chocolate-170-g-736894/p,,2668,2026-06-22,,
Delimart,,Dulce De Leche Clasico Tregar 400 Gr,4079.91,4079.91,0,,Ninguno,https://www.delimart.com.ar/dulce_de_leche_clasico_tregar_400_gr,,3955,2026-06-22,,
Carrefour,,Galletitas dulces Melba rellenas con crema 120 g.,1629,1629,13575,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-dulce-melba-rellenas-con-crema-120-g-553640/p,,2677,2026-06-22,,
Dia,Detergente Ultra Manzana Dia 300 Ml.,Detergente Ultra Manzana Dia 300 Ml.,1900.0,1900.0,,,,https://diaonline.supermercadosdia.com.ar/detergente-ultra-manzana-dia-300-ml-303072/p,2026-06-22 20:02:33,2617,,,
Carrefour,,Papas fritas acanaladas Pehuamar 135 g.,3119.20,3899,23105.19,1 K.,exclusivo online 20% off,https://www.carrefour.com.ar/papas-fritas-acanaladas-pehuamar-135-g-721966/p,,3117,2026-06-22,,
Delimart,,Jamon Cocido La Ucraniana x 250 gr Envasado al Vacio,3820.92,3820.92,0,,Ninguno,https://www.delimart.com.ar/jamon_cocido_la_ucraniana_x_250_gr_envasado_al_vacio,,4279,2026-06-22,,
Depot,,SALF CELUSAL FINA PAQUETE 500X,1604.39,1604.39,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/sal-celusal-fina-500x/,,3491,2026-06-22,,
Delimart,,Harina De Trigo Leudante Blancaflor 1kg,2000.09,2000.09,0,,Ninguno,https://www.delimart.com.ar/harina_de_trigo_leudante_blancaflor_1kg2,,3856,2026-06-22,,
Carrefour,,Margarina en pan Danica clásica 200 g.,1761.75,2349,11745,1 K.,2do al 50% max 8 unidades combinable danica,https://www.carrefour.com.ar/margarina-en-pan-danica-clasica-200-g-726170/p,,2889,2026-06-22,,
Dia,Alcohol Etílico Purocol 70° Con Glicerina 500 Ml.,Alcohol Etílico Purocol 70° Con Glicerina 500 Ml.,2950.0,2950.0,,,,https://diaonline.supermercadosdia.com.ar/alcohol-etilico-purocol-70%C2%B0-con-glicerina-500-ml-269717/p,2026-06-22 20:00:09,2644,,,
Delimart,,Galletitas La Providencia Pack Familiar x5 505 G,2554.03,2554.03,0,,Ninguno,https://www.delimart.com.ar/galletitas_la_providencia_pack_familiar_x5_505_g,,3846,2026-06-22,,
,,Nesquik cereal 210 grs,,,,,,https://www.carrefour.com.ar/nesquik-cereal-210-grs-721284/p,,2945,,no_disponible,Carrefour
,,"Soda Carrefour Classic 2,25 lts",,,,,,https://www.carrefour.com.ar/soda-carrefour-classic-225-lts-735713/p,,3104,,no_disponible,Carrefour
Carrefour,,Pera x kg.,3199,3199,3199,1 K.,Ninguno,https://www.carrefour.com.ar/pera-x-kg-735528/p,,3278,2026-06-22,,
Dia,Cacao En Polvo Chocolino Plus sin tacc 360 Gr.,Cacao En Polvo Chocolino Plus sin tacc 360 Gr.,4568.0,4568.0,,,,https://diaonline.supermercadosdia.com.ar/cacao-en-polvo-chocolino-plus-sin-tacc-360-gr-278087/p,2026-06-22 20:01:23,2481,,,
,,,,,,,,https://depotexpress.com.ar/productos/desayuno/cacao-en-polvo-chocolino-180x/,,3665,,exception,"Message: timeout: Timed out receiving message from renderer: 6.330
  (Session info: chrome=149.0.7827.155)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7f90f3fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff7f90f4000+14980]
	chromedriver!(No symbol) [0x7ff7f8c3793d]
	chromedriver!(No symbol) [0x7ff7f8c24449]
	chromedriver!(No symbol) [0x7ff7f8c24131]
	chromedriver!(No symbol) [0x7ff7f8c21e01]
	chromedriver!(No symbol) [0x7ff7f8c2273f]
	chromedriver!(No symbol) [0x7ff7f8c31e1a]
	chromedriver!(No symbol) [0x7ff7f8c48a77]
	chromedriver!(No symbol) [0x7ff7f8c5093a]
	chromedriver!(No symbol) [0x7ff7f8c22f01]
	chromedriver!(No symbol) [0x7ff7f8c487a5]
	chromedriver!(No symbol) [0x7ff7f8cdf71a]
	chromedriver!(No symbol) [0x7ff7f8c8401c]
	chromedriver!(No symbol) [0x7ff7f8c84f43]
	chromedriver!GetHandleVerifier [0x7ff7f96d7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff7f96d1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff7f96f7115+617a95]
	chromedriver!GetHandleVerifier [0x7ff7f9111dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff7f911a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff7f90fd744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff7f90fd8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff7f90e1447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Delimart,,Acondicionador Suave Brillo/Ceramidas 930 Ml,3634.31,3634.31,0,,Ninguno,https://www.delimart.com.ar/acondicionador_suave_brilloceramidas_930_ml,,4322,2026-06-22,,
,,,,,,,,https://www.delimart.com.ar/mayonesa_dfisesta_475_gr,,3988,,exception,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7f90f3fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff7f90f4000+14980]
	chromedriver!(No symbol) [0x7ff7f8c3793d]
	chromedriver!(No symbol) [0x7ff7f8c91aad]
	chromedriver!(No symbol) [0x7ff7f8c91dac]
	chromedriver!(No symbol) [0x7ff7f8ce27d7]
	chromedriver!(No symbol) [0x7ff7f8cdf39b]
	chromedriver!(No symbol) [0x7ff7f8c8401c]
	chromedriver!(No symbol) [0x7ff7f8c84f43]
	chromedriver!GetHandleVerifier [0x7ff7f96d7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff7f96d1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff7f96f7115+617a95]
	chromedriver!GetHandleVerifier [0x7ff7f9111dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff7f911a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff7f90fd744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff7f90fd8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff7f90e1447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Dia,Vino Malbec Pato Criollo 750 Ml.,Vino Malbec Pato Criollo 750 Ml.,3684.0,3684.0,,,,https://diaonline.supermercadosdia.com.ar/vino-malbec-pato-criollo-750-ml-12630/p,2026-06-22 20:02:06,2435,,,
Delimart,,Yerba Mate Rosamonte Plus 500 Gr,1930.32,1930.32,0,,Ninguno,https://www.delimart.com.ar/yerba_mate_rosamonte_plus_500_gr2,,4198,2026-06-22,,
Delimart,,Queso Cremoso Tregar Fraccionado aprox 1.100kg,14307.51,14307.51,0,,Ninguno,https://www.delimart.com.ar/queso_cremoso_tregar_fraccionado_aprox_1100kg,,3916,2026-06-22,,
Carrefour,,Toalla Nosotras clásica suave CURV 16 uni,2267.40,3779,141.71,1 U.,exclusivo online 40% off,https://www.carrefour.com.ar/toalla-nosotras-clasica-suave-curv-16-uni-725976/p,,3357,2026-06-22,,
Carrefour,,Queso cremoso Punta del Agua horma x kg.,14600,14600,14600,1 K.,Ninguno,https://www.carrefour.com.ar/queso-cremoso-punta-del-agua-horma-x-kg/p,,2920,2026-06-22,,
Dia,Pasta Dental Meraki 90 Gr.,Pasta Dental Meraki 90 Gr.,6300.0,7890.0,,,,https://diaonline.supermercadosdia.com.ar/pasta-dental-meraki-90-gr-307583/p,2026-06-22 20:02:51,2593,,,
Carrefour,,Arroz largo fino Maria 00000 1 kg.,1350,1350,1350,1 K.,Ninguno,https://www.carrefour.com.ar/arroz-largo-fino-maria-00000-1-kg/p,,2850,2026-06-22,,
Carrefour,,Sal fina Dos Anclas en paquete 500 grs,1429,1429,2858,1 K.,Ninguno,https://www.carrefour.com.ar/sal-fina-dos-anclas-en-paquete-500-grs-624066/p,,2975,2026-06-22,,
Depot,,CAFI LA VIRG CLA EQUIL FSCO 100X,4216.78,4216.78,0,,Ninguno,https://depotexpress.com.ar/productos/desayuno/cafi-la-virg-cla-equil-fsco-100x/,,3660,2026-06-22,,
Delimart,,Yerba Mate Unión Original 1 Kg,5229.69,5229.69,0,,Ninguno,https://www.delimart.com.ar/yerba_mate_union_original_1_kg,,4225,2026-06-22,,
,,Azúcar comun tipo A Bella vista 1 kg.,,,,,,https://www.carrefour.com.ar/azucar-comun-tipo-a-bella-vista-1-kg-421740/p,,2965,,no_disponible,Carrefour
Delimart,,Sonrisas Frambuesa Pack x3,4292.00,4292.00,0,,Ninguno,https://www.delimart.com.ar/sonrisas_frambuesa_pack_x3,,3827,2026-06-22,,
,,,,,,,,https://www.carrefour.com.ar/cerveza-rubia-quilmes-1890-473-ml-746759/p,,3156,,404,Carrefour - Las mejores ofertas en supermercados
Carrefour,,Galletitas vainilla rellena chocolate Maná 152 g.,1669,1669,10980.26,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-vainilla-rellena-chocolate-mana-152-g-675038/p,,2706,2026-06-22,,
Carrefour,,Limpiador Líquido Multisuperficies Glade Lavanda Fragancia Duradera para Pisos y Superficies 4 lts,9879,9879,2469.75,1 L.,Ninguno,https://www.carrefour.com.ar/limpiador-liquido-multisuperficies-glade-lavanda-fragancia-duradera-para-pisos-y-superficies-4-lts-750589/p,,3400,2026-06-22,,
Dia,Mermelada Nararanja La Campagnola 454 Gr.,Mermelada Nararanja La Campagnola 454 Gr.,3730.0,3730.0,,,,https://diaonline.supermercadosdia.com.ar/mermelada-nararanja-la-campagnola-454-gr-239293/p,2026-06-22 20:04:59,2328,,,
Carrefour,,Tapa de nalga Novillito x kg.,20600,20600,20600,1 K.,Ninguno,https://www.carrefour.com.ar/tapa-de-nalga-novillito-x-kg-678569/p,,3247,2026-06-22,,
Delimart,,Jamon Cocido FRS Feteado X250Gr,3616.80,4255.06,0,,Ninguno,https://www.delimart.com.ar/jamon_cocido_frs_feteado_x250gr,,4283,2026-06-22,,
Carrefour,,Aceite de girasol Cocinero 900 cc.,4089,4089,4543.33,1 L.,Ninguno,https://www.carrefour.com.ar/aceite-de-girasol-cocinero-900-cc/p,,2875,2026-06-22,,
Carrefour,,Rollo de cocina Felpita paño blanco 60 paños 3 uni,2649,2649,14.72,1 Pano,Ninguno,https://www.carrefour.com.ar/rollo-de-cocina-felpita-pano-blanco-60-panos-3-uni-761630/p,,3409,2026-06-22,,
Carrefour,,Mayonesa d´ Fiesta 500 cc.,1969,1969,3938,1 K.,Ninguno,https://www.carrefour.com.ar/mayonesa-d-fiesta-500-cc-722817/p,,2982,2026-06-22,,
Delimart,,Conserva Vegetales Arvejas Secas Arcor 300 Gr,1344.21,1344.21,0,,Ninguno,https://www.delimart.com.ar/conserva_vegetales_arvejas_secas_arcor_300_gr2,,4017,2026-06-22,,
Delimart,,Gaseosa Crush Pomelo 3 Lt,2400.00,2400.00,0,,Ninguno,https://www.delimart.com.ar/gaseosa_crush_pomelo_3_lt,,4051,2026-06-22,,
Dia,Manteca La Serenísima 100 Gr.,Manteca La Serenísima 100 Gr.,2595.0,2595.0,,,,https://diaonline.supermercadosdia.com.ar/manteca-la-serenisima-100-gr-60589/p,2026-06-22 20:06:15,2243,,,
Delimart,,Edulcorante Si Diet 200 Ml,2185.75,2185.75,0,,Ninguno,https://www.delimart.com.ar/edulcorante_si_diet_200_ml,,3972,2026-06-22,,
Delimart,,Dulce De Leche Clasico Ilolay 1 Kg,8179.13,8179.13,0,,Ninguno,https://www.delimart.com.ar/dulce_de_leche_clasico_ilolay_1_kg2,,3958,2026-06-22,,
Delimart,,Yerba Mate 4f Taragui 500 Gr,2494.25,2494.25,0,,Ninguno,https://www.delimart.com.ar/yerba_mate_4f_taragui_500_gr2,,4218,2026-06-22,,
Depot,,MANI KING FRIT SALADO S/PIEL 100X,745.66,745.66,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/cop-maniking-frit-salado-s-piel-100x/,,3558,2026-06-22,,
Carrefour,,Galletitas vainilla rellena limón Mellizas 110 g.,1609,1609,14627.27,1 K.,Ninguno,https://www.carrefour.com.ar/galletitas-vainilla-rellena-limon-mellizas-110-g-739076/p,,2760,2026-06-22,,
Delimart,,Aceite De Girasol Natura 900 Ml,4398.62,4398.62,0,,Ninguno,https://www.delimart.com.ar/aceite_de_girasol_natura_900_ml,,3884,2026-06-22,,
Carrefour,,Galletita de avena limón y jengibre Carrefour Extra 120 grs,2115,2250,17625,1 K.,Ninguno,https://www.carrefour.com.ar/galletita-de-avena-limon-y-jengibre-carrefour-extra-120-grs-760538/p,,2791,2026-06-22,,
Dia,Lavandina Original Ayudin 2 Lt.,Lavandina Original Ayudin 2 Lt.,2780.0,2780.0,,,,https://diaonline.supermercadosdia.com.ar/lavandina-original-ayudin-2-lt-304521/p,2026-06-22 20:07:52,2618,,,
Carrefour,,Mortadela mini Cagnoli 300 g.,5040,5040,16800,1 K.,Ninguno,https://www.carrefour.com.ar/mortadela-mini-cagnoli-300-g-655598/p,,3265,2026-06-22,,
Depot,,VINF FCA LAS MORAS MALBEC 750X,4035.44,4035.44,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-fca-las-moras-malbec-750x/,,3620,2026-06-22,,
Carrefour,,Maní pelado Pehuamar en bolsa 320 g.,6300,6300,19687.50,1 K.,Ninguno,https://www.carrefour.com.ar/mani-pelado-pehuamar-en-bolsa-320-g-733176/p,,3134,2026-06-22,,
Depot,,FIDO LUCCH.TALL N5 500X,1275.33,1275.33,0,,Ninguno,https://depotexpress.com.ar/productos/comestibles/fido-lucch-tall-n5-500x/,,3464,2026-06-22,,
Carrefour,,Toallas femeninas Ladysoft normal soft 16 uni,5089,5089,318.06,1 U.,Ninguno,https://www.carrefour.com.ar/toallas-femeninas-ladysoft-normal-soft-16-uni-731455/p,,3358,2026-06-22,,
Delimart,,Yerba Mate La Tranquera Con Palo 1 Kg,4532.22,4532.22,0,,Ninguno,https://www.delimart.com.ar/yerba_mate_la_tranquera_con_palo_1_kg2,,4228,2026-06-22,,
Depot,,CONP L CAMP.ATUN ENT E/A 170X,5293.75,5293.75,0,,Ninguno,https://depotexpress.com.ar/productos/ofertas/conp-l-camp-atun-ent-e-a-170x/,,3687,2026-06-22,,
,,"Gaseosa Crush Lima-Limón 2,25 lts",,,,,,https://www.carrefour.com.ar/gaseosa-crush-lima-limon-2-25-lts-168638/p,,3073,,no_disponible,Carrefour
Dia,Atún en Aceite La Campagnola 170 Gr.,Atún en Aceite La Campagnola 170 Gr.,5745.0,5745.0,,,,https://diaonline.supermercadosdia.com.ar/atun-en-aceite-la-campagnola-170-gr-14796/p,2026-06-22 20:10:49,2536,,,
,,,,,,,,https://www.carrefour.com.ar/mortadela-mini-con-pimienta-300-grs-730188/p,,3264,,404,Carrefour - Las mejores ofertas en supermercados
,,,,,,,,https://depotexpress.com.ar/productos/bebidas-s-alcohol/aguas/agus-aquarius-pomelo-2-25x/,,3544,,exception,"Message: timeout: Timed out receiving message from renderer: 6.181
  (Session info: chrome=149.0.7827.155)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7f90f3fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff7f90f4000+14980]
	chromedriver!(No symbol) [0x7ff7f8c3793d]
	chromedriver!(No symbol) [0x7ff7f8c24449]
	chromedriver!(No symbol) [0x7ff7f8c24131]
	chromedriver!(No symbol) [0x7ff7f8c21e01]
	chromedriver!(No symbol) [0x7ff7f8c2273f]
	chromedriver!(No symbol) [0x7ff7f8c31e1a]
	chromedriver!(No symbol) [0x7ff7f8c48a77]
	chromedriver!(No symbol) [0x7ff7f8c5093a]
	chromedriver!(No symbol) [0x7ff7f8c22f01]
	chromedriver!(No symbol) [0x7ff7f8c487a5]
	chromedriver!(No symbol) [0x7ff7f8cdf71a]
	chromedriver!(No symbol) [0x7ff7f8c8401c]
	chromedriver!(No symbol) [0x7ff7f8c84f43]
	chromedriver!GetHandleVerifier [0x7ff7f96d7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff7f96d1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff7f96f7115+617a95]
	chromedriver!GetHandleVerifier [0x7ff7f9111dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff7f911a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff7f90fd744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff7f90fd8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff7f90e1447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Dia,"Aceite de Girasol Cañuelas 1,5 Lt.","Aceite de Girasol Cañuelas 1,5 Lt.",6529.0,6529.0,,,,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-canuelas-15-lt-73552/p,2026-06-22 20:02:01,2237,,,
Carrefour,,Papas fritas Pringles de crema y cebolla 109 g,5729,5729,52559.63,1 K.,Ninguno,https://www.carrefour.com.ar/papas-fritas-pringles-de-crema-y-cebolla-109-g-730296/p,,3115,2026-06-22,,
Depot,,VINF LATITUD 33 MALBEC 750X,5491.04,5491.04,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-latitud-33-malbec-750x/,,3622,2026-06-22,,
Carrefour,,Arroz largo fino 00000 Dos Hermanos bolsa 1 kg.,1790,1790,1790,1 K.,Ninguno,https://www.carrefour.com.ar/arroz-largo-fino-00000-dos-hermanos-bolsa-1-kg/p,,2852,2026-06-22,,
Dia,Arvejas Inalpa Secas Remojadas 300 Gr 284112,Arvejas Inalpa Secas Remojadas 300 Gr 284112,0.0,0.0,,,,https://diaonline.supermercadosdia.com.ar/arvejas-inalpa-secas-remojadas-300-gr-284112/p,2026-06-22 20:03:17,2318,,,
Carrefour,,Lavandina Querubín clásica 2 lt.,3129,3129,1564.50,1 L.,Ninguno,https://www.carrefour.com.ar/lavandina-querubin-clasica-2-lt/p,,3373,2026-06-22,,
Dia,Yerba Mate Hierbas Digestivas Cachamate 500 Gr.,Yerba Mate Hierbas Digestivas Cachamate 500 Gr.,2550.0,2550.0,,,,https://diaonline.supermercadosdia.com.ar/yerba-mate-hierbas-digestivas-cachamate-500-gr-309503/p,2026-06-22 20:03:32,2484,,,
Depot,,GAS COCA COLA 500X,1404.96,1404.96,0,,Ninguno,https://depotexpress.com.ar/productos/bebidas-s-alcohol/gaseosas/gas-coca-cola-500x/,,3529,2026-06-22,,
Delimart,,Acondicionador Dove Reconstruccion Completa x 200 Ml,5013.48,5013.48,0,,Ninguno,https://www.delimart.com.ar/acondicionador_dove_reconstruccion_completa_x_200_ml,,4326,2026-06-22,,
Carrefour,,Acelga x atado.,1099.00,1499,1099,1 U.,26%,https://www.carrefour.com.ar/acelga-x-atado-744145/p,,3281,2026-06-22,,
