error_type,url,nombre,titulo,id_link_producto,precio_normal,precio_descuento,precio_por_unidad,unidad,descuentos,fecha,supermercado,producto_nombre,fecha_extraccion
no_disponible,https://www.carrefour.com.ar/dulce-de-leche-bulnes-clasico-400-grs-753522/p,Dulce de leche Bulnez clásico 400 grs,Carrefour,2949,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/harina-leudante-caserita-x-1-kg-131557/p,Harina leudante Caserita x 1 kg,Harina leudante Caserita x 1 kg - Carrefour,2842,,,,,,,,,
,https://www.delimart.com.ar/desodorante_go_fresh_aroma_pepino_y_te_verde_dove_87_gr,Desodorante Go Fresh Aroma Pepino Y te Verde Dove 87 Gr,,4333,6104.27,6104.27,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/detergente_concentrado_heroe_ultra_x500_ml_limon,Detergente Concentrado Heroe Ultra X500 Ml Limon,,4358,2108.12,1791.90,0,,Ninguno,2026-06-13,Delimart,,
exception,https://www.delimart.com.ar/suavizante_de_ropa_comfort_botella__cuidado_intensivo_500_ml,,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7ce92fd95+15395]
	chromedriver!GetHandleVerifier [0x7ff7ce92fdf0+153f0]
	chromedriver!(No symbol) [0x7ff7ce4678fd]
	chromedriver!(No symbol) [0x7ff7ce4c1479]
	chromedriver!(No symbol) [0x7ff7ce4c177c]
	chromedriver!(No symbol) [0x7ff7ce511ef7]
	chromedriver!(No symbol) [0x7ff7ce50eaeb]
	chromedriver!(No symbol) [0x7ff7ce4b3a58]
	chromedriver!(No symbol) [0x7ff7ce4b4953]
	chromedriver!GetHandleVerifier [0x7ff7ceef5511+5dab11]
	chromedriver!GetHandleVerifier [0x7ff7ceeef8fb+5d4efb]
	chromedriver!GetHandleVerifier [0x7ff7cef13205+5f8805]
	chromedriver!GetHandleVerifier [0x7ff7ce94cc6e+3226e]
	chromedriver!GetHandleVerifier [0x7ff7ce95562c+3ac2c]
	chromedriver!GetHandleVerifier [0x7ff7ce939984+1ef84]
	chromedriver!GetHandleVerifier [0x7ff7ce939b14+1f114]
	chromedriver!GetHandleVerifier [0x7ff7ce91ca77+2077]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
",4372,,,,,,,,,
,https://www.delimart.com.ar/suavizante_comfort_cuidado_intensivo_oleo_de_argan_450_ml,Suavizante Comfort Cuidado Intensivo Oleo de Argan 450 Ml,,4371,5329.84,5329.84,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/cafe_la_virginia_suave_frasco_x50_gr,Cafe La Virginia Suave Frasco x50 Gr,,4182,3184.33,3184.33,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/cafe_la_virginia_suave_frasco_x170_gr,Café La Virginia Suave Frasco x170 Gr,,4181,8967.64,8967.64,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/galletitas-de-chocolate-bulnez-rellenas-6-uni-758857/p,Galletitas de chocolates Bulnez rellenas 6 uni,Carrefour,2753,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/gaseosa-crush-pomelo-amarillo-2-25-lts-337554/p,"Gaseosa Crush pomelo amarillo 2,25 lts",Carrefour,3077,,,,,,,,,
,https://www.delimart.com.ar/papel_higienico_campanita_soft_xl_sh_4_x_80_mts,Papel Higienico Campanita Soft Xl SH 4 x 80 Mts,,4346,3067.88,3067.88,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/caldo-de-verduras-carrefour-classic-caja-12-u/p,Caldo de verduras Carrefour classic caja 12 u.,Caldo de verduras Carrefour classic caja 12 u. - Carrefour,3004,,,,,,,,,
404,https://www.carrefour.com.ar/queso-cremoso-silvia-media-horma/p,,Carrefour - Las mejores ofertas en supermercados,2921,,,,,,,,,
,https://www.delimart.com.ar/toallitas_femeninas_doncella_calas_sin_perfume_8_unid,Toallitas Femeninas Doncella C/Alas Sin Perfume 8 Unid.,,4353,1153.24,1153.24,0,,Ninguno,2026-06-13,Delimart,,
exception,https://www.delimart.com.ar/jugo_de_naranaja_la_campagnola_bc_x_1_lt,,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7ce92fd95+15395]
	chromedriver!GetHandleVerifier [0x7ff7ce92fdf0+153f0]
	chromedriver!(No symbol) [0x7ff7ce4678fd]
	chromedriver!(No symbol) [0x7ff7ce4c1479]
	chromedriver!(No symbol) [0x7ff7ce4c177c]
	chromedriver!(No symbol) [0x7ff7ce511ef7]
	chromedriver!(No symbol) [0x7ff7ce50eaeb]
	chromedriver!(No symbol) [0x7ff7ce4b3a58]
	chromedriver!(No symbol) [0x7ff7ce4b4953]
	chromedriver!GetHandleVerifier [0x7ff7ceef5511+5dab11]
	chromedriver!GetHandleVerifier [0x7ff7ceeef8fb+5d4efb]
	chromedriver!GetHandleVerifier [0x7ff7cef13205+5f8805]
	chromedriver!GetHandleVerifier [0x7ff7ce94cc6e+3226e]
	chromedriver!GetHandleVerifier [0x7ff7ce95562c+3ac2c]
	chromedriver!GetHandleVerifier [0x7ff7ce939984+1ef84]
	chromedriver!GetHandleVerifier [0x7ff7ce939b14+1f114]
	chromedriver!GetHandleVerifier [0x7ff7ce91ca77+2077]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
",4078,,,,,,,,,
,https://www.delimart.com.ar/limon_el_kilo_a,Limón el kilo a,,4302,1142.30,1142.30,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/papel_higienico_triple_hoja_elegante_extra_confort_4_rollos_x_30_m,Papel Higienico Triple Hoja Elegante Extra Confort 4 Rollos x 30 m,,4342,6430.11,6430.11,0,,Ninguno,2026-06-13,Delimart,,
,https://depotexpress.com.ar/productos/comestibles/cald-molto-carne-12x/,CALD MOLTO CARNE 12X,,3506,1353.46,1353.46,0,,Ninguno,2026-06-13,Depot,,
no_disponible,https://www.carrefour.com.ar/galletitas-rellenas-de-frutilla-bulnez-6-uni-758856/p,Galletitas rellenas de frutilla Bulnez 6 uni,Carrefour,2776,,,,,,,,,
exception,https://www.delimart.com.ar/cafe_instantaneo_dolca_nescafe_x_100_gr,,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7ce92fd95+15395]
	chromedriver!GetHandleVerifier [0x7ff7ce92fdf0+153f0]
	chromedriver!(No symbol) [0x7ff7ce4678fd]
	chromedriver!(No symbol) [0x7ff7ce4c1479]
	chromedriver!(No symbol) [0x7ff7ce4c177c]
	chromedriver!(No symbol) [0x7ff7ce511ef7]
	chromedriver!(No symbol) [0x7ff7ce50eaeb]
	chromedriver!(No symbol) [0x7ff7ce4b3a58]
	chromedriver!(No symbol) [0x7ff7ce4b4953]
	chromedriver!GetHandleVerifier [0x7ff7ceef5511+5dab11]
	chromedriver!GetHandleVerifier [0x7ff7ceeef8fb+5d4efb]
	chromedriver!GetHandleVerifier [0x7ff7cef13205+5f8805]
	chromedriver!GetHandleVerifier [0x7ff7ce94cc6e+3226e]
	chromedriver!GetHandleVerifier [0x7ff7ce95562c+3ac2c]
	chromedriver!GetHandleVerifier [0x7ff7ce939984+1ef84]
	chromedriver!GetHandleVerifier [0x7ff7ce939b14+1f114]
	chromedriver!GetHandleVerifier [0x7ff7ce91ca77+2077]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
",4184,,,,,,,,,
,https://www.carrefour.com.ar/galletitas-9-de-oro-con-chips-de-chocolate-blanco-180-g/p,Galletitas 9 De Oro con chips de chocolate blanco 180 g.,,2792,2869,2869,15938.89,1 K.,Ninguno,2026-06-13,Carrefour,,
404,https://www.carrefour.com.ar/gaseosa-fanta-naranja-2-25-lts-30139/p,,Carrefour - Las mejores ofertas en supermercados,3072,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/galletitas-formis-vainilla-rellenas-frutilla-102-g-712649/p,Galletitas Formis vainilla rellenas frutilla 102 g.,Carrefour,2708,,,,,,,,,
,https://www.delimart.com.ar/lavandina_sedille_2_l,Lavandina Sedille 2 L,,4363,2235.37,2235.37,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/jabon_de_tocador_dove_original_original_individual_90_gr,Jabón De Tocador Dove Original Original Individual 90 Gr,,4305,2939.09,2939.09,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/zapallo_brasilero_chico_hasta_2_kg_aprox,Zapallo Brasilero CHICO (hasta 2 kg aprox),,4300,1944.01,1944.01,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/harina-de-trigo-tassara-tipo-000-1-kg-703208/p,Harina de trigo Tassara tipo 000 1 kg.,Harina de trigo Tassara tipo 000 1 kg Tassara - Carrefour,2839,,,,,,,,,
,https://www.delimart.com.ar/cafe_la_virginia_suave_frasco_x100_gr,Café La Virginia Suave Frasco x100 Gr,,4183,5702.27,5702.27,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/limpiador_aromatizante_desinfectante_poett_flores_de_primavera_x_900_ml,Limpiador Aromatizante Desinfectante Poett Flores De Primavera x 900 Ml,,4379,2075.99,2075.99,0,,Ninguno,2026-06-13,Delimart,,
404,https://www.carrefour.com.ar/pollo-fresco-en-bandeja-marca-propia-x-kg-689035/p,,Carrefour - Las mejores ofertas en supermercados,3250,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/huevo-blanco-carnave-carton-6-u/p,Huevo blanco Carnave cartón 6 u.,Carrefour,2960,,,,,,,,,
,https://www.carrefour.com.ar/galletitas-dulces-terrabusi-miel-120-grs-743101/p,Galletitas dulces Terrabusi miel 120 grs,,2748,1259,1259,10491.67,1 K.,Ninguno,2026-06-13,Carrefour,,
,https://www.delimart.com.ar/limpiador_glade_liquido_paraiso_azul_176lt,"Limpiador Glade Liquido Paraiso Azul 1,76lt",,4381,5628.68,5628.68,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/tomate_perita_x_1_kg_2da_seleccion_blando-manchas,Tomate Perita x 1 kg (2da Selección BLANDO-MANCHAS),,4298,1500.11,1500.11,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/galletitas-formis-vainilla-rellenas-frutilla-72-g-712646/p,Galletitas Formis vainilla rellenas frutilla 72 g.,Carrefour,2684,,,,,,,,,
,https://www.delimart.com.ar/choclo_en_grano_dona_pupa_340_gr,Choclo En Grano Doña Pupa 340 Gr,,4293,2023.99,2023.99,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/osobuco_congelado_aguma_el_kg_a,Osobuco Congelado Aguma el Kg a,,4260,9738.03,8277.33,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/acondicionador_dove_reconstruccion_completa_x_200_ml,Acondicionador Dove Reconstruccion Completa x 200 Ml,,4326,5013.48,5013.48,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/jabon_de_tocador__plusbelle_bradiante_x120_g,Jabon De Tocador Plusbelle B.Radiante X120 G,,4304,1404.88,1404.88,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/galletitas-crackers-tripack-pindy-306-g/p,Galletitas crackers tripack Pindy 306 g.,Galletitas crackers tripack Pindy 306 g. - Carrefour,2823,,,,,,,,,
404,https://www.carrefour.com.ar/vinagre-de-alcohol-alcazar-1-l/p,,Carrefour - Las mejores ofertas en supermercados,2999,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/jabon-de-tocador-palmolive-naturals-kerite-y-vitamina-e-nutricion-intensiva-x3-980-grs-713803/p,Jabón de tocador Palmolive Naturals Karité y Vitamina E Nutrición Intensiva x3 90 grs,Carrefour,3299,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/huevo-color-carnave-carton-6-u/p,Huevo color Carnave cartón 6 u.,Carrefour,2961,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/cerveza-rubia-schneider-473-ml-176451/p,Cerveza rubia Schneider 473 ml,Carrefour,3147,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/cacao-en-polvo-chocolino-bolsa-180-g/p,Cacao en polvo Chocolino bolsa 180 g.,Cacao en polvo Chocolino bolsa 180 g. - Carrefour,3219,,,,,,,,,
404,https://www.carrefour.com.ar/galletitas-crackers-tia-maruca-3-x-106-g/p,,Carrefour - Las mejores ofertas en supermercados,2825,,,,,,,,,
,https://www.delimart.com.ar/tomate_perita_el_kilo_a,Tomate Perita el kilo a,,4297,4408.00,4408.00,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/gaseosa-lima-limon-7-up-regular-pet-225-lts-745245/p,"Gaseosa lima limón 7 Up regular pet 2,25 lts",Carrefour,3067,,,,,,,,,
,https://www.delimart.com.ar/rollo_de_cocina_campanita_classic_3x50,Rollo De Cocina Campanita Classic 3x50,,4387,1984.50,1984.50,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/vinagre-de-alcohol-carrefour-classic-500-cc/p,Vinagre de alcohol Carrefour classic 500 cc.,Vinagre de alcohol classic 500 cc - Carrefour,2993,,,,,,,,,
exception,https://www.delimart.com.ar/cafe_la_morenita_torrado_intenso_100_gr,,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7ce92fd95+15395]
	chromedriver!GetHandleVerifier [0x7ff7ce92fdf0+153f0]
	chromedriver!(No symbol) [0x7ff7ce4678fd]
	chromedriver!(No symbol) [0x7ff7ce4c1479]
	chromedriver!(No symbol) [0x7ff7ce4c177c]
	chromedriver!(No symbol) [0x7ff7ce511ef7]
	chromedriver!(No symbol) [0x7ff7ce50eaeb]
	chromedriver!(No symbol) [0x7ff7ce4b3a58]
	chromedriver!(No symbol) [0x7ff7ce4b4953]
	chromedriver!GetHandleVerifier [0x7ff7ceef5511+5dab11]
	chromedriver!GetHandleVerifier [0x7ff7ceeef8fb+5d4efb]
	chromedriver!GetHandleVerifier [0x7ff7cef13205+5f8805]
	chromedriver!GetHandleVerifier [0x7ff7ce94cc6e+3226e]
	chromedriver!GetHandleVerifier [0x7ff7ce95562c+3ac2c]
	chromedriver!GetHandleVerifier [0x7ff7ce939984+1ef84]
	chromedriver!GetHandleVerifier [0x7ff7ce939b14+1f114]
	chromedriver!GetHandleVerifier [0x7ff7ce91ca77+2077]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
",4189,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/jugo-natural-biofrut-multifruta-1-l-38393/p,Jugo natural Biofrut multifruta 1 l.,Carrefour,3100,,,,,,,,,
,https://www.delimart.com.ar/alimento_para_perros_cachorros_infinity_10_kg,Alimento Para Perros Cachorros Infinity 10 Kg,,4403,38661.06,38661.06,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/detergente-liquido-ala-concentrado-limon-botella-500-ml-722418/p,Detergente Líquido Ala + Concentrado Limón Botella 500 ml,Carrefour,3368,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/mortadela-con-queso-paladini-300-g/p,Mortadela con queso Paladini 300 g.,Carrefour,3262,,,,,,,,,
,https://www.carrefour.com.ar/galleta-de-vainilla-9-de-oro-con-relleno-de-chocolate-160-g-635370/p,Galleta de vainilla 9 de Oro con relleno de chocolate 160 g.,,2790,2369,2369,14806.25,1 K.,Ninguno,2026-06-13,Carrefour,,
no_disponible,https://www.carrefour.com.ar/galletitas-chocolate-negro-macucas-black-110-grs-760486/p,Galletitas chocolate negro Macucas black 110 grs,Carrefour,2709,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/gaseosa-crush-naranja-2-25-lts-158471/p,"Gaseosa Crush Naranja 2,25 lts",Carrefour,3078,,,,,,,,,
,https://www.carrefour.com.ar/galletitas-scons-carrefour-classic-250-g-740652/p,Galletitas scons Carrefour Classic 250 g.,,2780,1850,1702,6808,1 K.,Ninguno,2026-06-13,Carrefour,,
no_disponible,https://www.carrefour.com.ar/jugo-natural-naranja-puro-sol-lt/p,Jugo natural naranja Puro Sol 1 lt.,Carrefour,3097,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/gaseosa-crush-lima-limon-2-25-lts-168638/p,"Gaseosa Crush Lima-Limón 2,25 lts",Carrefour,3073,,,,,,,,,
,https://www.delimart.com.ar/jabon_lux_orquidea_negra_x3_125_gr,Jabon Lux Orquidea Negra x3 125 Gr,,4308,4085.14,4085.14,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/aerosol_desinfectante_expert_ayudin_frescura_matinal_277_gr,Aerosol Desinfectante Expert Ayudin Frescura Matinal 277 Gr,,4384,4054.79,4054.79,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/mermelada-carrefour-classic-de-arandanos-454-g-739420/p,Mermelada Carrefour Classic de arándanos 454 g.,Mermelada Carrefour Classic de arándanos 454 g. - Carrefour,3052,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/yogur-bebible-bulnez-sabor-frutilla-900-grs-754974/p,Yogur bebible Bulnez sabor frutilla 900 grs,Carrefour,2937,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/galletitas-dulce-carrefour-classic-anillo-sabor-coco-300-grs-754968/p,Galletitas dulces Carrefour Classic anillo sabor coco 300 grs,Galletitas dulces Carrefour Classic anillo sabor coco 300... - Carrefour,2795,,,,,,,,,
,https://www.delimart.com.ar/alcohol_etilico_al_96_ibatin_x_1_lt,Alcohol Etilico al 96% Ibatin x 1 lt,,4395,3259.48,3259.48,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/jabon_en_polvo_ala_eco_lavado_800_gr,Jabon En Polvo Ala Eco Lavado 800 Gr,,4366,4870.38,4870.38,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/papel_higienico_doble_hoja_infinity_4_un_felpita_30_mt2,Papel Higienico Doble Hoja Infinity 4 Un Felpita 30 Mt,,4344,3282.40,3282.40,0,,Ninguno,2026-06-13,Delimart,,
404,https://www.carrefour.com.ar/alimento-seco-para-gato-sabrositos-pescado-3-kg-670856/p,,Carrefour - Las mejores ofertas en supermercados,3427,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/suavizante-vivere-plancha-facil-900-ml-769534/p,Suavizante Vivere plancha facil 900 ml,Carrefour,3386,,,,,,,,,
,https://www.delimart.com.ar/conserva_granos_de_choclo_amarillo_entero_arcor_x_205_gr,Conserva Granos De Choclo Amarillo Entero Arcor x 205 Gr,,4295,2330.12,2330.12,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/harina-de-trigo-morixe-000-1-kg/p,Harina de trigo Morixe 000 1 kg.,Harina de trigo Morixe 000 1 kg. Morixe - Carrefour,2840,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/pure-de-tomates-alco-520-g/p,Pure de tomates Alco 520 g.,Carrefour,3022,,,,,,,,,
,https://www.delimart.com.ar/acondicionador_guisseny_x_900_ml__brillo_ceramidas,Acondicionador Guisseny X 900 Ml + Brillo Ceramidas,,4323,3012.59,3012.59,0,,Ninguno,2026-06-13,Delimart,,
exception,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vino-callia-alta-malbec-x-750c-c/,,"Message: timeout: Timed out receiving message from renderer: 6.448
  (Session info: chrome=149.0.7827.103)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7ce92fd95+15395]
	chromedriver!GetHandleVerifier [0x7ff7ce92fdf0+153f0]
	chromedriver!(No symbol) [0x7ff7ce4678fd]
	chromedriver!(No symbol) [0x7ff7ce454439]
	chromedriver!(No symbol) [0x7ff7ce454121]
	chromedriver!(No symbol) [0x7ff7ce451e0b]
	chromedriver!(No symbol) [0x7ff7ce45272f]
	chromedriver!(No symbol) [0x7ff7ce461dea]
	chromedriver!(No symbol) [0x7ff7ce478a27]
	chromedriver!(No symbol) [0x7ff7ce4808ca]
	chromedriver!(No symbol) [0x7ff7ce452ef1]
	chromedriver!(No symbol) [0x7ff7ce478755]
	chromedriver!(No symbol) [0x7ff7ce50ee69]
	chromedriver!(No symbol) [0x7ff7ce4b3a58]
	chromedriver!(No symbol) [0x7ff7ce4b4953]
	chromedriver!GetHandleVerifier [0x7ff7ceef5511+5dab11]
	chromedriver!GetHandleVerifier [0x7ff7ceeef8fb+5d4efb]
	chromedriver!GetHandleVerifier [0x7ff7cef13205+5f8805]
	chromedriver!GetHandleVerifier [0x7ff7ce94cc6e+3226e]
	chromedriver!GetHandleVerifier [0x7ff7ce95562c+3ac2c]
	chromedriver!GetHandleVerifier [0x7ff7ce939984+1ef84]
	chromedriver!GetHandleVerifier [0x7ff7ce939b14+1f114]
	chromedriver!GetHandleVerifier [0x7ff7ce91ca77+2077]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
",3611,,,,,,,,,
,https://www.delimart.com.ar/papa_blanca_el_kg_a,Papa Blanca el Kg a,,4290,1712.75,1712.75,0,,Ninguno,2026-06-13,Delimart,,
,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vino-dilema-day-malbec-x-750/,VINF DILEMA DAY MALBEC 750X,,3613,3583.58,3583.58,0,,Ninguno,2026-06-13,Depot,,
,https://www.delimart.com.ar/alimento_para_gatos_keiko_fraccionado_x15kg,"Alimento para Gatos Keiko Fraccionado X1,5kg",,4404,2854.75,2854.75,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/rollo_de_cocina_doble_hoja_elegante_premium_3_rollos_x_120_panos,Rollo De Cocina Doble Hoja Elegante Premium 3 rollos x 120 Paños,,4391,5122.04,5122.04,0,,Ninguno,2026-06-13,Delimart,,
exception,https://www.delimart.com.ar/mayonesa_dfisesta_475_gr,,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff7ce92fd95+15395]
	chromedriver!GetHandleVerifier [0x7ff7ce92fdf0+153f0]
	chromedriver!(No symbol) [0x7ff7ce4678fd]
	chromedriver!(No symbol) [0x7ff7ce4c1479]
	chromedriver!(No symbol) [0x7ff7ce4c177c]
	chromedriver!(No symbol) [0x7ff7ce511ef7]
	chromedriver!(No symbol) [0x7ff7ce50eaeb]
	chromedriver!(No symbol) [0x7ff7ce4b3a58]
	chromedriver!(No symbol) [0x7ff7ce4b4953]
	chromedriver!GetHandleVerifier [0x7ff7ceef5511+5dab11]
	chromedriver!GetHandleVerifier [0x7ff7ceeef8fb+5d4efb]
	chromedriver!GetHandleVerifier [0x7ff7cef13205+5f8805]
	chromedriver!GetHandleVerifier [0x7ff7ce94cc6e+3226e]
	chromedriver!GetHandleVerifier [0x7ff7ce95562c+3ac2c]
	chromedriver!GetHandleVerifier [0x7ff7ce939984+1ef84]
	chromedriver!GetHandleVerifier [0x7ff7ce939b14+1f114]
	chromedriver!GetHandleVerifier [0x7ff7ce91ca77+2077]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
",3988,,,,,,,,,
,https://www.delimart.com.ar/zanahorias_el_kilo_a,Zanahorias el kilo a,,4299,2040.01,2040.01,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/limpiador_liquido_pisos_procenex_desinfectante_original_900_ml,Limpiador Líquido Pisos Procenex Desinfectante Original 900 Ml,,4373,3433.76,3433.76,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/galletitas-tipo-crackers-bulnez-pack-303-grs-752504/p,Galletitas tipo crackers Bulnez pack 303 grs,Carrefour,2824,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/osobuco-x-kg-678577/p,Osobuco x kg.,Carrefour,3241,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/fideos-tallarines-n7-terrabusi-500-g-729392/p,Fideos tallarines N7 Terrabusi 500 g.,Fideos tallarines N7 Terrabusi 500 g - Carrefour,2867,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/azucar-comun-carrefour-classic-tipo-a-en-bolsa-1-kg-723266/p,Azúcar común Carrefour classic tipo A en bolsa 1 kg.,Azúcar común Carrefour classic tipo A en bolsa 1 kg. - Carrefour,2963,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/azucar-comun-tipo-a-bella-vista-1-kg-421740/p,Azúcar comun tipo A Bella vista 1 kg.,Carrefour,2965,,,,,,,,,
,https://www.delimart.com.ar/alcohol_etilico_frau_1_lt,Alcohol Etilico Frau 1 Lt,,4394,4547.66,4547.66,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/pure-de-tomate-dona-pupa-tetra-520-g/p,Puré de tomate Doña Pupa tetra 520 g.,Carrefour,3023,,,,,,,,,
,https://www.delimart.com.ar/crema_dental_colgate_luminous_white_brilliant_90_gr,Crema Dental Colgate Luminous White Brilliant 90 Gr,,4339,7321.86,7321.86,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/acondicionador_estrella_200_ml,Acondicionador Estrella 200 Ml,,4324,4557.67,4557.67,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/desodorante_antit_rexona_antibacterial_89_g,Desodorante Antit Rexona Antibacterial 89 G,,4332,4584.42,4584.42,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/cafe_la_virginia_clasico_frasco_x100_gr,Café La Virginia Clasico Frasco x100 Gr,,4180,5702.27,5702.27,0,,Ninguno,2026-06-13,Delimart,,
,https://www.delimart.com.ar/shampoo_dove_reconstruccion_completa_200_ml,Shampoo Dove Reconstrucción Completa 200 Ml,,4319,5186.36,5186.36,0,,Ninguno,2026-06-13,Delimart,,
no_disponible,https://www.carrefour.com.ar/gaseosa-pomelo-schweppes-zero-225-lts-613051/p,"Gaseosa pomelo Schweppes Zero 2,25 lts",Carrefour,3068,,,,,,,,,
no_disponible,https://www.carrefour.com.ar/gaseosa-naranja-cunnington-classic-pet-225-lts-721468/p,"Gaseosa naranja Cunnington classic pet 2,25 lts",Carrefour,3086,,,,,,,,,
,https://www.carrefour.com.ar/jabon-de-tocador-estrella-relajacion-3-x-130-g-661759/p,Jabón de tocador Estrella relajación 3 x 130 g.,,3300,4599,4599,11792.31,1 K.,Ninguno,2026-06-13,Carrefour,,
,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-legitimo-15-lt-15122/p,Aceite De Girasol Legitimo 15 Lt 15122,,2241,0.0,0.0,,,,,Dia,Aceite De Girasol Legitimo 15 Lt 15122,2026-06-13 18:34:40
,https://www.delimart.com.ar/suavizante_para_ropa_vivere_explosion_floral_x900_ml,Suavizante para Ropa Vivere Explosion Floral X900 Ml,,4370,3797.60,3797.60,0,,Ninguno,2026-06-13,Delimart,,
404,https://www.carrefour.com.ar/aceite-de-girasol-canuelas-900-cc/p,,Aceite de girasol Cañuelas 900 cc - Carrefour,2874,,,,,,,,,
,https://www.delimart.com.ar/alimento_para_perros_mordida_pequena_keiko_fraccionado_x15kg_sabor_carne_y_verduras,"Alimento para Perros Mordida Pequeña Keiko Fraccionado X1,5kg Sabor carne y verduras",,4397,2854.75,2854.75,0,,Ninguno,2026-06-13,Delimart,,
