supermercado,producto_nombre,nombre,precio_descuento,precio_normal,precio_por_unidad,unidad,descuentos,url,fecha_extraccion,id_link_producto,error_type,fecha,titulo
Dia,Pan Mignon X 1 Ud.,Pan Mignon X 1 Ud.,120.0,120.0,,,,https://diaonline.supermercadosdia.com.ar/pan-mignon-x-1-ud-259356/p,2026-06-10 17:32:28,2203,,,
Dia,Pan Flauta X 1 Ud.,Pan Flauta X 1 Ud.,570.0,570.0,,,,https://diaonline.supermercadosdia.com.ar/pan-flauta-x-1-ud-259352/p,2026-06-10 17:32:29,2204,,,
Dia,Galletitas Dulces Variedad Terrabusi Mix Tamaño Familiar 590 Gr.,Galletitas Dulces Variedad Terrabusi Mix Tamaño Familiar 590 Gr.,4889.0,4889.0,,,2do al 70%,https://diaonline.supermercadosdia.com.ar/galletitas-dulces-variedad-terrabusi-mix-tamano-familiar-590-gr-284655/p,2026-06-10 17:32:31,2205,,,
Dia,Galletitas Pepitos Con Chips De Chocolate 119 Gr.,Galletitas Pepitos Con Chips De Chocolate 119 Gr.,2150.0,2150.0,,,2do al 70%,https://diaonline.supermercadosdia.com.ar/galletitas-pepitos-con-chips-de-chocolate-119-gr-271628/p,2026-06-10 17:32:32,2206,,,
Dia,Galletitas Dulces Melba Rellenas Con Crema 120 Gr.,Galletitas Dulces Melba Rellenas Con Crema 120 Gr.,1450.0,1450.0,,,2do al 70%,https://diaonline.supermercadosdia.com.ar/galletitas-dulces-melba-rellenas-con-crema-120-gr-73264/p,2026-06-10 17:32:34,2207,,,
Dia,Galletitas Chocolate Chocolinas 250 Gr.,Galletitas Chocolate Chocolinas 250 Gr.,1765.0,2420.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-chocolate-chocolinas-250-gr-47932/p,2026-06-10 17:32:35,2208,,,
Dia,Galletitas Surtidas Bagley 400 Gr.,Galletitas Surtidas Bagley 400 Gr.,3489.0,3489.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-surtidas-bagley-400-gr-271962/p,2026-06-10 17:32:38,2210,,,
Dia,Galletas Dulces Amor 110 Gr.,Galletas Dulces Amor 110 Gr.,1565.0,1565.0,,,,https://diaonline.supermercadosdia.com.ar/galletas-dulces-amor-110-gr-304730/p,2026-06-10 17:32:38,2209,,,
Dia,Galletitas De Agua x 5 Traviata 540 Gr.,Galletitas De Agua x 5 Traviata 540 Gr.,2900.0,2900.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-de-agua-x-5-traviata-540-gr-287902/p,2026-06-10 17:32:42,2211,,,
Dia,Galletitas Crackers La Providencia 505 Gr.,Galletitas Crackers La Providencia 505 Gr.,1689.0,1689.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-crackers-la-providencia-505-gr-299850/p,2026-06-10 17:32:42,2212,,,
Dia,Galletitas Crackers Dia 303 Gr.,Galletitas Crackers Dia 303 Gr.,1690.0,1690.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-crackers-dia-303-gr-299065/p,2026-06-10 17:32:46,2214,,,
Dia,Galletitas Crackers Sandwich Traviata 324 Gr.,Galletitas Crackers Sandwich Traviata 324 Gr.,2075.0,2075.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-crackers-sandwich-traviata-324-gr-134643/p,2026-06-10 17:32:46,2213,,,
Dia,Criollitas 499 Gr.,Criollitas 499 Gr.,2940.0,2940.0,,,,https://diaonline.supermercadosdia.com.ar/criollitas-499-gr-271278/p,2026-06-10 17:32:50,2215,,,
Dia,Galletitas Crackers Mediatarde 315 Gr.,Galletitas Crackers Mediatarde 315 Gr.,1629.0,1629.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-crackers-mediatarde-315-gr-285041/p,2026-06-10 17:32:50,2216,,,
Dia,Harina 000 Cañuelas Ultra Refinada 1 Kg.,Harina 000 Cañuelas Ultra Refinada 1 Kg.,1025.0,1025.0,,,,https://diaonline.supermercadosdia.com.ar/harina-000-canuelas-ultra-refinada-1-kg-273445/p,2026-06-10 17:32:54,2217,,,
Dia,Harina De Trigo Fotivac Morixe 000 1 Kg.,Harina De Trigo Fotivac Morixe 000 1 Kg.,999.0,999.0,,,,https://diaonline.supermercadosdia.com.ar/harina-de-trigo-fotivac-morixe-000-1-kg-283565/p,2026-06-10 17:32:54,2218,,,
Dia,Harina 000 con Vitaminas Favorita 1 Kg.,Harina 000 con Vitaminas Favorita 1 Kg.,1107.0,1107.0,,,,https://diaonline.supermercadosdia.com.ar/harina-000-con-vitaminas-favorita-1-kg-300780/p,2026-06-10 17:32:57,2220,,,
Dia,Harina De Trigo 000 Chacabuco 1 Kg.,Harina De Trigo 000 Chacabuco 1 Kg.,1039.0,1039.0,,,,https://diaonline.supermercadosdia.com.ar/harina-de-trigo-000-chacabuco-1-kg-308189/p,2026-06-10 17:32:57,2219,,,
Dia,Harina Morixe para Arepas 1 Kg.,Harina Morixe para Arepas 1 Kg.,2735.0,3650.0,,,,https://diaonline.supermercadosdia.com.ar/harina-morixe-para-arepas-1-kg-265538/p,2026-06-10 17:33:00,2221,,,
Dia,Harina Leudante Vitamina D Pureza 1 Kg.,Harina Leudante Vitamina D Pureza 1 Kg.,1800.0,1800.0,,,,https://diaonline.supermercadosdia.com.ar/harina-leudante-vitamina-d-pureza-1-kg-57371/p,2026-06-10 17:33:01,2222,,,
Dia,Harina Leudante Morixe 1 Kg.,Harina Leudante Morixe 1 Kg.,1690.0,1690.0,,,,https://diaonline.supermercadosdia.com.ar/harina-leudante-morixe-1-kg-258551/p,2026-06-10 17:33:03,2223,,,
Dia,Harina Leudante Fortificada Blancaflor 1 Kg.,Harina Leudante Fortificada Blancaflor 1 Kg.,2132.0,2132.0,,,,https://diaonline.supermercadosdia.com.ar/harina-leudante-fortificada-blancaflor-1-kg-300778/p,2026-06-10 17:33:04,2224,,,
Dia,Polenta Instantánea Prestopronta 730 Gr.,Polenta Instantánea Prestopronta 730 Gr.,2299.0,2299.0,,,,https://diaonline.supermercadosdia.com.ar/polenta-instantanea-prestopronta-730-gr-285636/p,2026-06-10 17:33:07,2226,,,
Dia,Polenta Molinos Ala 500 Gr.,Polenta Molinos Ala 500 Gr.,850.0,1070.0,,,,https://diaonline.supermercadosdia.com.ar/polenta-molinos-ala-500-gr-307092/p,2026-06-10 17:33:08,2225,,,
Dia,Polenta Morixe 1 Kg.,Polenta Morixe 1 Kg.,1749.0,1749.0,,,,https://diaonline.supermercadosdia.com.ar/polenta-morixe-1-kg-274328/p,2026-06-10 17:33:10,2227,,,
Dia,Arroz Largo Fino Molinos Ala 500 Gr.,Arroz Largo Fino Molinos Ala 500 Gr.,895.0,1150.0,,,,https://diaonline.supermercadosdia.com.ar/arroz-largo-fino-molinos-ala-500-gr-298635/p,2026-06-10 17:33:12,2228,,,
Dia,Arroz Largo Fino Luchetti 1 Kg.,Arroz Largo Fino Luchetti 1 Kg.,1960.0,1960.0,,,,https://diaonline.supermercadosdia.com.ar/arroz-largo-fino-luchetti-1-kg-299671/p,2026-06-10 17:33:15,2230,,,
Dia,Arroz Parboil Seleccion Gallo 500 Gr.,Arroz Parboil Seleccion Gallo 500 Gr.,1435.0,1435.0,,,2do al 70%,https://diaonline.supermercadosdia.com.ar/arroz-parboil-seleccion-gallo-500-gr-300835/p,2026-06-10 17:33:15,2229,,,
Dia,Arroz Largo Fino Cañuelas 1 Kg.,Arroz Largo Fino Cañuelas 1 Kg.,1800.0,1800.0,,,,https://diaonline.supermercadosdia.com.ar/arroz-largo-fino-canuelas-1-kg-296007/p,2026-06-10 17:33:18,2232,,,
Dia,Arroz Largo Fino Máximo 500 Gr.,Arroz Largo Fino Máximo 500 Gr.,905.0,905.0,,,,https://diaonline.supermercadosdia.com.ar/arroz-largo-fino-maximo-500-gr-272633/p,2026-06-10 17:33:19,2231,,,
Dia,Fideos Spaghetti Marolio 500 Gr.,Fideos Spaghetti Marolio 500 Gr.,1055.0,1055.0,,,,https://diaonline.supermercadosdia.com.ar/fideos-spaghetti-marolio-500-gr-309247/p,2026-06-10 17:33:22,2233,,,
Dia,Fideos Spaghetti N7 Luchetti 500 Gr.,Fideos Spaghetti N7 Luchetti 500 Gr.,1600.0,1600.0,,,,https://diaonline.supermercadosdia.com.ar/fideos-spaghetti-n7-luchetti-500-gr-40877/p,2026-06-10 17:33:23,2234,,,
Dia,Fideos Tallarín Favorita 500 Gr.,Fideos Tallarín Favorita 500 Gr.,999.0,999.0,,,,https://diaonline.supermercadosdia.com.ar/fideos-tallarin-favorita-500-gr-161603/p,2026-06-10 17:33:26,2236,,,
Dia,Fideos Tallarin N5 Matarazzo 500 Gr.,Fideos Tallarin N5 Matarazzo 500 Gr.,1900.0,1900.0,,,,https://diaonline.supermercadosdia.com.ar/fideos-tallarin-n5-matarazzo-500-gr-42907/p,2026-06-10 17:33:26,2235,,,
Dia,"Aceite de Girasol Cañuelas 1,5 Lt.","Aceite de Girasol Cañuelas 1,5 Lt.",6529.0,6529.0,,,,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-canuelas-15-lt-73552/p,2026-06-10 17:33:30,2237,,,
Dia,"Aceite de Girasol Pureza 1,5 Lt.","Aceite de Girasol Pureza 1,5 Lt.",6979.0,6979.0,,,,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-pureza-15-lt-265505/p,2026-06-10 17:33:30,2238,,,
Dia,"Aceite de Girasol Natura 1,5 Lt.","Aceite de Girasol Natura 1,5 Lt.",6975.0,6975.0,,,,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-natura-15-lt-78856/p,2026-06-10 17:33:33,2240,,,
Dia,"Aceite de Girasol Cocinero 1,5 Lt.","Aceite de Girasol Cocinero 1,5 Lt.",4855.0,6470.0,,,,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-cocinero-15-lt-25338/p,2026-06-10 17:33:33,2239,,,
Dia,"Aceite de Girasol Legítimo 1,5 Lt.","Aceite de Girasol Legítimo 1,5 Lt.",6050.0,6050.0,,,,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-legitimo-15-lt-15122/p,2026-06-10 17:33:37,2241,,,
Dia,Margarina Pan Margadan 200 Gr,Margarina Pan Margadan 200 Gr,2035.0,2035.0,,,,https://diaonline.supermercadosdia.com.ar/margarina-pan-margadan-200-gr-24151/p,2026-06-10 17:33:37,2242,,,
Dia,Manteca La Serenísima 100 Gr.,Manteca La Serenísima 100 Gr.,1946.25,2595.0,,,,https://diaonline.supermercadosdia.com.ar/manteca-la-serenisima-100-gr-60589/p,2026-06-10 17:33:38,2243,,,
Dia,Manteca La Paulina 200 Gr.,Manteca La Paulina 200 Gr.,4410.0,4410.0,,,,https://diaonline.supermercadosdia.com.ar/manteca-la-paulina-200-gr-101236/p,2026-06-10 17:33:41,2244,,,
Dia,Manteca DIA Calidad Extra 100 Gr.,Manteca DIA Calidad Extra 100 Gr.,1900.0,1900.0,,,,https://diaonline.supermercadosdia.com.ar/manteca-dia-calidad-extra-100-gr-89361/p,2026-06-10 17:33:41,2245,,,
Dia,Manteca Milkaut 100 Gr.,Manteca Milkaut 100 Gr.,1920.0,2560.0,,,,https://diaonline.supermercadosdia.com.ar/manteca-milkaut-100-gr-8468/p,2026-06-10 17:33:43,2246,,,
Dia,Leche Entera DIA Larga Vida 1 Lt.,Leche Entera DIA Larga Vida 1 Lt.,1600.0,2050.0,,,,https://diaonline.supermercadosdia.com.ar/leche-entera-dia-larga-vida-1-lt-608/p,2026-06-10 17:33:44,2247,,,
Dia,Leche Entera Las 3 Niñas Larga Vida 1 Lt.,Leche Entera Las 3 Niñas Larga Vida 1 Lt.,2620.0,2620.0,,,,https://diaonline.supermercadosdia.com.ar/leche-entera-las-3-ninas-larga-vida-1-lt-58463/p,2026-06-10 17:33:46,2248,,,
Dia,Leche Entera Larga Vida Milkaut 1 Lt.,Leche Entera Larga Vida Milkaut 1 Lt.,2600.0,2600.0,,,,https://diaonline.supermercadosdia.com.ar/leche-entera-larga-vida-milkaut-1-lt-307929/p,2026-06-10 17:33:48,2249,,,
Dia,Leche Larga Vida Clásica 3% La Serenisima 1 Lt.,Leche Larga Vida Clásica 3% La Serenisima 1 Lt.,2670.0,2670.0,,,,https://diaonline.supermercadosdia.com.ar/leche-larga-vida-clasica-3--la-serenisima-1-lt-295999/p,2026-06-10 17:33:50,2250,,,
Dia,Leche Entera Tregar Larga Vida 1 Lt.,Leche Entera Tregar Larga Vida 1 Lt.,2409.0,2409.0,,,,https://diaonline.supermercadosdia.com.ar/leche-entera-tregar-larga-vida-1-lt-275781/p,2026-06-10 17:33:52,2251,,,
Dia,Leche Entera en Polvo DIA 800 Gr.,Leche Entera en Polvo DIA 800 Gr.,10725.0,10725.0,,,,https://diaonline.supermercadosdia.com.ar/leche-entera-en-polvo-dia-800-gr-30115/p,2026-06-10 17:33:53,2252,,,
Dia,Queso Untable Milkaut Crematto Clásico 285 Gr.,Queso Untable Milkaut Crematto Clásico 285 Gr.,5073.0,5073.0,,,,https://diaonline.supermercadosdia.com.ar/queso-untable-milkaut-crematto-clasico-285-gr-266207/p,2026-06-10 17:33:55,2253,,,
Dia,Queso Untable Tregar Clásico 300 Gr.,Queso Untable Tregar Clásico 300 Gr.,3990.0,3990.0,,,,https://diaonline.supermercadosdia.com.ar/queso-untable-tregar-clasico-300-gr-266108/p,2026-06-10 17:33:57,2254,,,
Dia,Queso Untable La Serenísima Cremón Original 280 Gr.,Queso Untable La Serenísima Cremón Original 280 Gr.,2925.0,3899.0,,,,https://diaonline.supermercadosdia.com.ar/queso-untable-la-serenisima-cremon-original-280-gr-274284/p,2026-06-10 17:33:59,2255,,,
Dia,Queso Blanco Original La Serenísima Clasico 290 Gr.,Queso Blanco Original La Serenísima Clasico 290 Gr.,2590.0,4015.0,,,,https://diaonline.supermercadosdia.com.ar/queso-blanco-original-la-serenisima-clasico-290-gr-298773/p,2026-06-10 17:34:00,2256,,,
Dia,Queso Crema Clásico Casancrem 500 Gr.,Queso Crema Clásico Casancrem 500 Gr.,6000.0,8690.0,,,,https://diaonline.supermercadosdia.com.ar/queso-crema-clasico-casancrem-500-gr-2797/p,2026-06-10 17:34:03,2257,,,
Dia,Queso Crema DIA Normandia 290 Gr.,Queso Crema DIA Normandia 290 Gr.,3290.0,3290.0,,,,https://diaonline.supermercadosdia.com.ar/queso-crema-dia-normandia-290-gr-269094/p,2026-06-10 17:34:04,2258,,,
Dia,Queso Cremoso Clásico Dia 290 Gr.,Queso Cremoso Clásico Dia 290 Gr.,2750.0,2750.0,,,,https://diaonline.supermercadosdia.com.ar/queso-cremoso-clasico-dia-290-gr-162816/p,2026-06-10 17:34:06,2259,,,
Dia,Queso Untable Tonadita Patagonia 300 Gr.,Queso Untable Tonadita Patagonia 300 Gr.,3590.0,3999.0,,,,https://diaonline.supermercadosdia.com.ar/queso-untable-tonadita-patagonia-300-gr-265769/p,2026-06-10 17:34:08,2260,,,
Dia,Queso Cremoso La Paulina x Kg.,Queso Cremoso La Paulina x Kg.,16110.0,16110.0,,,,https://diaonline.supermercadosdia.com.ar/queso-cremoso-la-paulina-x-kg-90181/p,2026-06-10 17:34:10,2261,,,
Dia,Queso Cremoso Silvia x Kg.,Queso Cremoso Silvia x Kg.,15880.0,15880.0,,,,https://diaonline.supermercadosdia.com.ar/queso-cremoso-silvia-x-kg-226999/p,2026-06-10 17:34:11,2262,,,
Dia,Queso Cremoso Vacalin 400 Gr.,Queso Cremoso Vacalin 400 Gr.,4990.0,6224.0,,,,https://diaonline.supermercadosdia.com.ar/queso-cremoso-vacalin-400-gr-150653/p,2026-06-10 17:34:14,2263,,,
Dia,Alimento a base de Queso OPI 120 Gr.,Alimento a base de Queso OPI 120 Gr.,2190.0,2190.0,,,,https://diaonline.supermercadosdia.com.ar/alimento-a-base-de-queso-opi-120-gr-160417/p,2026-06-10 17:34:15,2264,,,
Dia,Queso Rallado Tregar 120 Gr.,Queso Rallado Tregar 120 Gr.,5539.0,5539.0,,,,https://diaonline.supermercadosdia.com.ar/queso-rallado-tregar-120-gr-273713/p,2026-06-10 17:34:17,2265,,,
Dia,Queso Rallado La Paulina 150 Gr.,Queso Rallado La Paulina 150 Gr.,5979.0,5979.0,,,,https://diaonline.supermercadosdia.com.ar/queso-rallado-la-paulina-150-gr-59263/p,2026-06-10 17:34:19,2266,,,
Dia,Queso Rallado DIA 150 Gr.,Queso Rallado DIA 150 Gr.,4590.0,5450.0,,,,https://diaonline.supermercadosdia.com.ar/queso-rallado-dia-150-gr-24449/p,2026-06-10 17:34:22,2267,,,
Dia,Yogur Entero Milkaut Sachet Sabor Frutilla 900 Gr.,Yogur Entero Milkaut Sachet Sabor Frutilla 900 Gr.,4405.0,4405.0,,,,https://diaonline.supermercadosdia.com.ar/yogur-entero-milkaut-sachet-sabor-frutilla-900-gr-12747/p,2026-06-10 17:34:23,2268,,,
Dia,Yogur Bebible Sabor Frutilla Ser 900 Gr.,Yogur Bebible Sabor Frutilla Ser 900 Gr.,5885.0,5885.0,,,,https://diaonline.supermercadosdia.com.ar/yogur-bebible-sabor-frutilla-ser-900-gr-45119/p,2026-06-10 17:34:25,2269,,,
Dia,Yogur Bebible Frutilla Dia 900 Gr.,Yogur Bebible Frutilla Dia 900 Gr.,2630.0,2630.0,,,,https://diaonline.supermercadosdia.com.ar/yogur-bebible-frutilla-dia-900-gr-162806/p,2026-06-10 17:34:26,2270,,,
Dia,Yogur Bebible Frutilla Gran Compra 900 Gr.,Yogur Bebible Frutilla Gran Compra 900 Gr.,3225.0,3225.0,,,,https://diaonline.supermercadosdia.com.ar/yogur-bebible-frutilla-gran-compra-900-gr-34119/p,2026-06-10 17:34:29,2271,,,
Dia,Trix Cereal X 230 Gr.,Trix Cereal X 230 Gr.,4730.0,6310.0,,,,https://diaonline.supermercadosdia.com.ar/trix-cereal-x-230-gr-274282/p,2026-06-10 17:34:30,2272,,,
Dia,Cereales de Maíz 3 Arroyos 400 Gr.,Cereales de Maíz 3 Arroyos 400 Gr.,2216.0,2216.0,,,,https://diaonline.supermercadosdia.com.ar/cereales-de-maiz-3-arroyos-400-gr-272851/p,2026-06-10 17:34:32,2273,,,
Dia,Cereal Azucarado DIA Chocolate Semiamargo 200 Gr.,Cereal Azucarado DIA Chocolate Semiamargo 200 Gr.,3070.0,3415.0,,,,https://diaonline.supermercadosdia.com.ar/cereal-azucarado-dia-chocolate-semiamargo-200-gr-118297/p,2026-06-10 17:34:34,2274,,,
Dia,Cereal Zucaritas 240 Gr.,Cereal Zucaritas 240 Gr.,3194.0,3194.0,,,,https://diaonline.supermercadosdia.com.ar/cereal-zucaritas-240-gr-15599/p,2026-06-10 17:34:36,2275,,,
Dia,Nesquik Cereal X 210 Gr.,Nesquik Cereal X 210 Gr.,4730.0,6310.0,,,,https://diaonline.supermercadosdia.com.ar/nesquik-cereal-x-210-gr-163400/p,2026-06-10 17:34:39,2276,,,
Dia,Dulce de Leche Dia 400 Gr.,Dulce de Leche Dia 400 Gr.,2690.0,2690.0,,,,https://diaonline.supermercadosdia.com.ar/dulce-de-leche-dia-400-gr-104723/p,2026-06-10 17:34:40,2277,,,
Dia,Dulce de Leche DIA 1 Kg.,Dulce de Leche DIA 1 Kg.,6500.0,6500.0,,,,https://diaonline.supermercadosdia.com.ar/dulce-de-leche-dia-1-kg-8500/p,2026-06-10 17:34:43,2278,,,
Dia,Dulce De Leche Milkaut 400 Gr.,Dulce De Leche Milkaut 400 Gr.,3048.75,4065.0,,,,https://diaonline.supermercadosdia.com.ar/dulce-de-leche-milkaut-400-gr-297589/p,2026-06-10 17:34:43,2279,,,
Dia,Huevo Blanco Grande 12 Ud.,Huevo Blanco Grande 12 Ud.,4190.0,4190.0,,,,https://diaonline.supermercadosdia.com.ar/huevo-blanco-grande-12-ud-48133/p,2026-06-10 17:34:47,2281,,,
Dia,Dulce de Leche Clásico Ilolay 400 Gr.,Dulce de Leche Clásico Ilolay 400 Gr.,2880.0,3840.0,,,,https://diaonline.supermercadosdia.com.ar/dulce-de-leche-clasico-ilolay-400-gr-299471/p,2026-06-10 17:34:48,2280,,,
Dia,Huevo Blanco Grande 6 Ud.,Huevo Blanco Grande 6 Ud.,2190.0,2190.0,,,,https://diaonline.supermercadosdia.com.ar/huevo-blanco-grande-6-ud-31924/p,2026-06-10 17:34:52,2283,,,
Dia,Huevos Grandes Blancos Don Ramón 6 Ud.,Huevos Grandes Blancos Don Ramón 6 Ud.,2190.0,2190.0,,,,https://diaonline.supermercadosdia.com.ar/huevos-grandes-blancos-don-ramon-6-ud-54365/p,2026-06-10 17:34:56,2284,,,
Dia,Huevo Color Grande 6 Ud.,Huevo Color Grande 6 Ud.,2790.0,2790.0,,,,https://diaonline.supermercadosdia.com.ar/huevo-color-grande-6-ud-31921/p,2026-06-10 17:35:01,2285,,,
Dia,Azucar Ledesma Refinado Superior 1 Kg.,Azucar Ledesma Refinado Superior 1 Kg.,1395.0,1566.0,,,,https://diaonline.supermercadosdia.com.ar/azucar-ledesma-refinado-superior-1-kg-129208/p,2026-06-10 17:35:04,2286,,,
Dia,Huevo Blanco Extragrande Opi 6 Ud 114868,Huevo Blanco Extragrande Opi 6 Ud 114868,0.0,0.0,,,,https://diaonline.supermercadosdia.com.ar/huevo-blanco-extragrande-opi-6-ud-114868/p,2026-06-10 17:35:07,2282,,,
Dia,Azúcar Común tipo A Domino 1 Kg.,Azúcar Común tipo A Domino 1 Kg.,1450.0,1450.0,,,,https://diaonline.supermercadosdia.com.ar/azucar-comun-tipo-a-domino-1-kg-46881/p,2026-06-10 17:35:07,2287,,,
Dia,Edulcorante Líquido Stevia Dia 500 Gr.,Edulcorante Líquido Stevia Dia 500 Gr.,3251.0,3251.0,,,,https://diaonline.supermercadosdia.com.ar/edulcorante-liquido-stevia-dia-500-gr-272722/p,2026-06-10 17:35:11,2289,,,
Dia,Azucar Cuquets 500 Gr.,Azucar Cuquets 500 Gr.,691.0,691.0,,,,https://diaonline.supermercadosdia.com.ar/azucar-cuquets-500-gr-294399/p,2026-06-10 17:35:12,2288,,,
Dia,Edulcorante Stevia Forte Hileret 200 Ml.,Edulcorante Stevia Forte Hileret 200 Ml.,6300.0,6300.0,,,,https://diaonline.supermercadosdia.com.ar/edulcorante-stevia-forte-hileret-200-ml-277350/p,2026-06-10 17:35:16,2291,,,
Dia,Edulcorante Líquido Dia 500 Ml.,Edulcorante Líquido Dia 500 Ml.,3251.0,3251.0,,,,https://diaonline.supermercadosdia.com.ar/edulcorante-liquido-dia-500-ml-29999/p,2026-06-10 17:35:16,2290,,,
Dia,Endulzante Hileret Clásico 500 Ml.,Endulzante Hileret Clásico 500 Ml.,5300.0,5300.0,,,,https://diaonline.supermercadosdia.com.ar/endulzante-hileret-clasico-500-ml-105371/p,2026-06-10 17:35:21,2292,,,
Dia,Sal Fina en Paquete Celusal 500 Gr.,Sal Fina en Paquete Celusal 500 Gr.,1549.0,1549.0,,,,https://diaonline.supermercadosdia.com.ar/sal-fina-en-paquete-celusal-500-gr-47582/p,2026-06-10 17:35:21,2293,,,
Dia,Sal Fina Estuche Celusal 500 Gr.,Sal Fina Estuche Celusal 500 Gr.,1785.0,1785.0,,,,https://diaonline.supermercadosdia.com.ar/sal-fina-estuche-celusal-500-gr-3333/p,2026-06-10 17:35:26,2295,,,
Dia,Sal Fina DIA 500 Gr.,Sal Fina DIA 500 Gr.,990.0,990.0,,,,https://diaonline.supermercadosdia.com.ar/sal-fina-dia-500-gr-55538/p,2026-06-10 17:35:26,2294,,,
Dia,Mayonesa Heinz 350 Gr.,Mayonesa Heinz 350 Gr.,2628.0,2628.0,,,,https://diaonline.supermercadosdia.com.ar/mayonesa-heinz-350-gr-251521/p,2026-06-10 17:35:30,2296,,,
Dia,Mayonesa DIA 500 Ml.,Mayonesa DIA 500 Ml.,1785.0,1785.0,,,,https://diaonline.supermercadosdia.com.ar/mayonesa-dia-500-ml-20490/p,2026-06-10 17:35:31,2297,,,
Dia,Mayonesa Menoyo Original Sin Tacc 500 Gr.,Mayonesa Menoyo Original Sin Tacc 500 Gr.,1950.0,1950.0,,,,https://diaonline.supermercadosdia.com.ar/mayonesa-menoyo-original-sin-tacc-500-gr-274915/p,2026-06-10 17:35:35,2298,,,
Dia,Mayonesa Clásica Hellmanns Sin Tacc Doypack 475 Gr.,Mayonesa Clásica Hellmanns Sin Tacc Doypack 475 Gr.,2889.0,2889.0,,,,https://diaonline.supermercadosdia.com.ar/mayonesa-clasica-hellmanns-sin-tacc-doypack-475-gr-283568/p,2026-06-10 17:35:36,2299,,,
Dia,Mayonesa Natura 500 Ml.,Mayonesa Natura 500 Ml.,3040.0,3040.0,,,,https://diaonline.supermercadosdia.com.ar/mayonesa-natura-500-ml-5527/p,2026-06-10 17:35:40,2300,,,
Dia,Vinagre de Alcohol Dia 1 Lt.,Vinagre de Alcohol Dia 1 Lt.,1565.0,1565.0,,,,https://diaonline.supermercadosdia.com.ar/vinagre-de-alcohol-dia-1-lt-53468/p,2026-06-10 17:35:40,2301,,,
Dia,Vinagre De Alcohol Menoyo 1 Lt.,Vinagre De Alcohol Menoyo 1 Lt.,1965.0,1965.0,,,,https://diaonline.supermercadosdia.com.ar/vinagre-de-alcohol-menoyo-1-lt-27264/p,2026-06-10 17:35:43,2302,,,
Dia,Vinagre de Alcohol Menoyo 500 Ml.,Vinagre de Alcohol Menoyo 500 Ml.,1400.0,1400.0,,,,https://diaonline.supermercadosdia.com.ar/vinagre-de-alcohol-menoyo-500-ml-178256/p,2026-06-10 17:35:44,2303,,,
Dia,Caldo De Gallina Maggi X 12 Ud.,Caldo De Gallina Maggi X 12 Ud.,1884.0,1884.0,,,,https://diaonline.supermercadosdia.com.ar/caldo-de-gallina-maggi-x-12-ud-284602/p,2026-06-10 17:35:48,2304,,,
Dia,Caldo de Carne Con Vegetales Knorr 12 Ud.,Caldo de Carne Con Vegetales Knorr 12 Ud.,2390.0,2990.0,,,,https://diaonline.supermercadosdia.com.ar/caldo-de-carne-con-vegetales-knorr-12-ud-15595/p,2026-06-10 17:35:49,2305,,,
Dia,Caldo de Carne En Cubos x 12 Ud Dia 144 Gr.,Caldo de Carne En Cubos x 12 Ud Dia 144 Gr.,1625.0,1625.0,,,,https://diaonline.supermercadosdia.com.ar/caldo-de-carne-en-cubos-x-12-ud-dia-144-gr-35920/p,2026-06-10 17:35:51,2306,,,
Dia,Caldo De Verdura Maggi X 12 Ud.,Caldo De Verdura Maggi X 12 Ud.,1884.0,1884.0,,,,https://diaonline.supermercadosdia.com.ar/caldo-de-verdura-maggi-x-12-ud-164877/p,2026-06-10 17:35:53,2307,,,
Dia,Caldo Knorr De Verdura Deshidratado 12 Ud.,Caldo Knorr De Verdura Deshidratado 12 Ud.,2390.0,2990.0,,,,https://diaonline.supermercadosdia.com.ar/caldo-knorr-de-verdura-deshidratado-12-ud-54946/p,2026-06-10 17:35:56,2308,,,
Dia,Caldo Knorr De Gallina Deshidratado 12 Ud.,Caldo Knorr De Gallina Deshidratado 12 Ud.,2390.0,2990.0,,,,https://diaonline.supermercadosdia.com.ar/caldo-knorr-de-gallina-deshidratado-12-ud-37505/p,2026-06-10 17:35:58,2309,,,
Dia,Caldo Deshidratado Dia De Verduras 12 Ud.,Caldo Deshidratado Dia De Verduras 12 Ud.,1625.0,1625.0,,,,https://diaonline.supermercadosdia.com.ar/caldo-deshidratado-dia-de-verduras-12-ud-35921/p,2026-06-10 17:36:00,2310,,,
Dia,Puré de Tomate Salsati 520 Gr.,Puré de Tomate Salsati 520 Gr.,1589.0,1589.0,,,,https://diaonline.supermercadosdia.com.ar/pure-de-tomate-salsati-520-gr-31444/p,2026-06-10 17:36:02,2311,,,
