supermercado,producto_nombre,nombre,precio_descuento,precio_normal,precio_por_unidad,unidad,descuentos,url,fecha_extraccion,id_link_producto,error_type,fecha,titulo
Dia,Pan Mignon X 1 Ud.,Pan Mignon X 1 Ud.,120.0,120.0,,,,https://diaonline.supermercadosdia.com.ar/pan-mignon-x-1-ud-259356/p,2026-06-12 13:03:46,2203,,,
Dia,Pan Flauta X 1 Ud.,Pan Flauta X 1 Ud.,570.0,570.0,,,,https://diaonline.supermercadosdia.com.ar/pan-flauta-x-1-ud-259352/p,2026-06-12 13:03:46,2204,,,
Dia,Galletitas Dulces Variedad Terrabusi Mix Tamaño Familiar 590 Gr.,Galletitas Dulces Variedad Terrabusi Mix Tamaño Familiar 590 Gr.,4889.0,4889.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-dulces-variedad-terrabusi-mix-tamano-familiar-590-gr-284655/p,2026-06-12 13:03:47,2205,,,
Dia,Galletitas Pepitos Con Chips De Chocolate 119 Gr.,Galletitas Pepitos Con Chips De Chocolate 119 Gr.,2150.0,2150.0,,,2do al 70%,https://diaonline.supermercadosdia.com.ar/galletitas-pepitos-con-chips-de-chocolate-119-gr-271628/p,2026-06-12 13:03:50,2206,,,
Dia,Galletitas Dulces Melba Rellenas Con Crema 120 Gr.,Galletitas Dulces Melba Rellenas Con Crema 120 Gr.,1450.0,1450.0,,,2do al 70%,https://diaonline.supermercadosdia.com.ar/galletitas-dulces-melba-rellenas-con-crema-120-gr-73264/p,2026-06-12 13:03:50,2207,,,
Dia,Galletitas Chocolate Chocolinas 250 Gr.,Galletitas Chocolate Chocolinas 250 Gr.,1765.0,2420.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-chocolate-chocolinas-250-gr-47932/p,2026-06-12 13:03:50,2208,,,
Dia,Galletas Dulces Amor 110 Gr.,Galletas Dulces Amor 110 Gr.,1565.0,1565.0,,,,https://diaonline.supermercadosdia.com.ar/galletas-dulces-amor-110-gr-304730/p,2026-06-12 13:03:52,2209,,,
Dia,Galletitas De Agua x 5 Traviata 540 Gr.,Galletitas De Agua x 5 Traviata 540 Gr.,2900.0,2900.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-de-agua-x-5-traviata-540-gr-287902/p,2026-06-12 13:03:54,2211,,,
Dia,Galletitas Crackers La Providencia 505 Gr.,Galletitas Crackers La Providencia 505 Gr.,1689.0,1689.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-crackers-la-providencia-505-gr-299850/p,2026-06-12 13:03:55,2212,,,
Dia,Galletitas Surtidas Bagley 400 Gr.,Galletitas Surtidas Bagley 400 Gr.,3489.0,3489.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-surtidas-bagley-400-gr-271962/p,2026-06-12 13:03:55,2210,,,
Dia,Galletitas Crackers Sandwich Traviata 324 Gr.,Galletitas Crackers Sandwich Traviata 324 Gr.,2075.0,2075.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-crackers-sandwich-traviata-324-gr-134643/p,2026-06-12 13:03:56,2213,,,
Dia,Galletitas Crackers Dia 303 Gr.,Galletitas Crackers Dia 303 Gr.,1690.0,1690.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-crackers-dia-303-gr-299065/p,2026-06-12 13:03:58,2214,,,
Dia,Criollitas 499 Gr.,Criollitas 499 Gr.,2940.0,2940.0,,,,https://diaonline.supermercadosdia.com.ar/criollitas-499-gr-271278/p,2026-06-12 13:03:59,2215,,,
Dia,Galletitas Crackers Mediatarde 315 Gr.,Galletitas Crackers Mediatarde 315 Gr.,1629.0,1629.0,,,,https://diaonline.supermercadosdia.com.ar/galletitas-crackers-mediatarde-315-gr-285041/p,2026-06-12 13:03:59,2216,,,
Dia,Harina 000 Cañuelas Ultra Refinada 1 Kg.,Harina 000 Cañuelas Ultra Refinada 1 Kg.,1080.0,1080.0,,,,https://diaonline.supermercadosdia.com.ar/harina-000-canuelas-ultra-refinada-1-kg-273445/p,2026-06-12 13:04:00,2217,,,
Dia,Harina De Trigo 000 Chacabuco 1 Kg.,Harina De Trigo 000 Chacabuco 1 Kg.,1039.0,1039.0,,,,https://diaonline.supermercadosdia.com.ar/harina-de-trigo-000-chacabuco-1-kg-308189/p,2026-06-12 13:04:02,2219,,,
Dia,Harina De Trigo Fotivac Morixe 000 1 Kg.,Harina De Trigo Fotivac Morixe 000 1 Kg.,999.0,999.0,,,,https://diaonline.supermercadosdia.com.ar/harina-de-trigo-fotivac-morixe-000-1-kg-283565/p,2026-06-12 13:04:02,2218,,,
Dia,Harina 000 con Vitaminas Favorita 1 Kg.,Harina 000 con Vitaminas Favorita 1 Kg.,1107.0,1107.0,,,,https://diaonline.supermercadosdia.com.ar/harina-000-con-vitaminas-favorita-1-kg-300780/p,2026-06-12 13:04:02,2220,,,
Dia,Harina Morixe para Arepas 1 Kg.,Harina Morixe para Arepas 1 Kg.,2735.0,3650.0,,,,https://diaonline.supermercadosdia.com.ar/harina-morixe-para-arepas-1-kg-265538/p,2026-06-12 13:04:04,2221,,,
Dia,Harina Leudante Morixe 1 Kg.,Harina Leudante Morixe 1 Kg.,1690.0,1690.0,,,,https://diaonline.supermercadosdia.com.ar/harina-leudante-morixe-1-kg-258551/p,2026-06-12 13:04:06,2223,,,
Dia,Harina Leudante Vitamina D Pureza 1 Kg.,Harina Leudante Vitamina D Pureza 1 Kg.,1900.0,1900.0,,,,https://diaonline.supermercadosdia.com.ar/harina-leudante-vitamina-d-pureza-1-kg-57371/p,2026-06-12 13:04:06,2222,,,
Dia,Harina Leudante Fortificada Blancaflor 1 Kg.,Harina Leudante Fortificada Blancaflor 1 Kg.,2132.0,2132.0,,,,https://diaonline.supermercadosdia.com.ar/harina-leudante-fortificada-blancaflor-1-kg-300778/p,2026-06-12 13:04:06,2224,,,
Dia,Polenta Molinos Ala 500 Gr.,Polenta Molinos Ala 500 Gr.,850.0,1070.0,,,,https://diaonline.supermercadosdia.com.ar/polenta-molinos-ala-500-gr-307092/p,2026-06-12 13:04:08,2225,,,
Dia,Arroz Largo Fino Molinos Ala 500 Gr.,Arroz Largo Fino Molinos Ala 500 Gr.,895.0,1150.0,,,,https://diaonline.supermercadosdia.com.ar/arroz-largo-fino-molinos-ala-500-gr-298635/p,2026-06-12 13:04:10,2228,,,
Dia,Polenta Morixe 1 Kg.,Polenta Morixe 1 Kg.,1749.0,1749.0,,,,https://diaonline.supermercadosdia.com.ar/polenta-morixe-1-kg-274328/p,2026-06-12 13:04:10,2227,,,
Dia,Polenta Instantánea Prestopronta 730 Gr.,Polenta Instantánea Prestopronta 730 Gr.,2299.0,2299.0,,,,https://diaonline.supermercadosdia.com.ar/polenta-instantanea-prestopronta-730-gr-285636/p,2026-06-12 13:04:10,2226,,,
Dia,Arroz Parboil Seleccion Gallo 500 Gr.,Arroz Parboil Seleccion Gallo 500 Gr.,1435.0,1435.0,,,2do al 70%,https://diaonline.supermercadosdia.com.ar/arroz-parboil-seleccion-gallo-500-gr-300835/p,2026-06-12 13:04:12,2229,,,
Dia,Arroz Largo Fino Luchetti 1 Kg.,Arroz Largo Fino Luchetti 1 Kg.,1960.0,1960.0,,,,https://diaonline.supermercadosdia.com.ar/arroz-largo-fino-luchetti-1-kg-299671/p,2026-06-12 13:04:13,2230,,,
Dia,Arroz Largo Fino Máximo 500 Gr.,Arroz Largo Fino Máximo 500 Gr.,905.0,905.0,,,,https://diaonline.supermercadosdia.com.ar/arroz-largo-fino-maximo-500-gr-272633/p,2026-06-12 13:04:14,2231,,,
Dia,Arroz Largo Fino Cañuelas 1 Kg.,Arroz Largo Fino Cañuelas 1 Kg.,1930.0,1930.0,,,,https://diaonline.supermercadosdia.com.ar/arroz-largo-fino-canuelas-1-kg-296007/p,2026-06-12 13:04:14,2232,,,
Dia,Fideos Spaghetti N7 Luchetti 500 Gr.,Fideos Spaghetti N7 Luchetti 500 Gr.,1600.0,1600.0,,,,https://diaonline.supermercadosdia.com.ar/fideos-spaghetti-n7-luchetti-500-gr-40877/p,2026-06-12 13:04:17,2234,,,
Dia,Fideos Spaghetti Marolio 500 Gr.,Fideos Spaghetti Marolio 500 Gr.,1200.0,1200.0,,,,https://diaonline.supermercadosdia.com.ar/fideos-spaghetti-marolio-500-gr-309247/p,2026-06-12 13:04:17,2233,,,
Dia,Fideos Tallarin N5 Matarazzo 500 Gr.,Fideos Tallarin N5 Matarazzo 500 Gr.,1900.0,1900.0,,,,https://diaonline.supermercadosdia.com.ar/fideos-tallarin-n5-matarazzo-500-gr-42907/p,2026-06-12 13:04:18,2235,,,
Dia,Fideos Tallarín Favorita 500 Gr.,Fideos Tallarín Favorita 500 Gr.,999.0,999.0,,,,https://diaonline.supermercadosdia.com.ar/fideos-tallarin-favorita-500-gr-161603/p,2026-06-12 13:04:18,2236,,,
Dia,"Aceite de Girasol Natura 1,5 Lt.","Aceite de Girasol Natura 1,5 Lt.",6975.0,6975.0,,,,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-natura-15-lt-78856/p,2026-06-12 13:04:23,2240,,,
Dia,"Aceite de Girasol Cañuelas 1,5 Lt.","Aceite de Girasol Cañuelas 1,5 Lt.",6529.0,6529.0,,,,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-canuelas-15-lt-73552/p,2026-06-12 13:04:23,2237,,,
Dia,"Aceite de Girasol Pureza 1,5 Lt.","Aceite de Girasol Pureza 1,5 Lt.",6979.0,6979.0,,,,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-pureza-15-lt-265505/p,2026-06-12 13:04:23,2238,,,
Dia,"Aceite de Girasol Cocinero 1,5 Lt.","Aceite de Girasol Cocinero 1,5 Lt.",4855.0,6470.0,,,,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-cocinero-15-lt-25338/p,2026-06-12 13:04:23,2239,,,
Dia,Margarina Pan Margadan 200 Gr,Margarina Pan Margadan 200 Gr,2035.0,2035.0,,,,https://diaonline.supermercadosdia.com.ar/margarina-pan-margadan-200-gr-24151/p,2026-06-12 13:04:27,2242,,,
Dia,Manteca La Paulina 200 Gr.,Manteca La Paulina 200 Gr.,4410.0,4410.0,,,,https://diaonline.supermercadosdia.com.ar/manteca-la-paulina-200-gr-101236/p,2026-06-12 13:04:27,2244,,,
Dia,Manteca La Serenísima 100 Gr.,Manteca La Serenísima 100 Gr.,1946.25,2595.0,,,,https://diaonline.supermercadosdia.com.ar/manteca-la-serenisima-100-gr-60589/p,2026-06-12 13:04:27,2243,,,
Dia,Manteca DIA Calidad Extra 100 Gr.,Manteca DIA Calidad Extra 100 Gr.,1900.0,1900.0,,,,https://diaonline.supermercadosdia.com.ar/manteca-dia-calidad-extra-100-gr-89361/p,2026-06-12 13:04:30,2245,,,
Dia,Manteca Milkaut 100 Gr.,Manteca Milkaut 100 Gr.,1920.0,2560.0,,,,https://diaonline.supermercadosdia.com.ar/manteca-milkaut-100-gr-8468/p,2026-06-12 13:04:31,2246,,,
Dia,Leche Entera DIA Larga Vida 1 Lt.,Leche Entera DIA Larga Vida 1 Lt.,1600.0,2050.0,,,,https://diaonline.supermercadosdia.com.ar/leche-entera-dia-larga-vida-1-lt-608/p,2026-06-12 13:04:32,2247,,,
Dia,Leche Entera Las 3 Niñas Larga Vida 1 Lt.,Leche Entera Las 3 Niñas Larga Vida 1 Lt.,2620.0,2620.0,,,,https://diaonline.supermercadosdia.com.ar/leche-entera-las-3-ninas-larga-vida-1-lt-58463/p,2026-06-12 13:04:34,2248,,,
Dia,Leche Larga Vida Clásica 3% La Serenisima 1 Lt.,Leche Larga Vida Clásica 3% La Serenisima 1 Lt.,2670.0,2670.0,,,,https://diaonline.supermercadosdia.com.ar/leche-larga-vida-clasica-3--la-serenisima-1-lt-295999/p,2026-06-12 13:04:34,2250,,,
Dia,Leche Entera Larga Vida Milkaut 1 Lt.,Leche Entera Larga Vida Milkaut 1 Lt.,2600.0,2600.0,,,,https://diaonline.supermercadosdia.com.ar/leche-entera-larga-vida-milkaut-1-lt-307929/p,2026-06-12 13:04:34,2249,,,
Dia,Queso Untable Milkaut Crematto Clásico 285 Gr.,Queso Untable Milkaut Crematto Clásico 285 Gr.,5073.0,5073.0,,,,https://diaonline.supermercadosdia.com.ar/queso-untable-milkaut-crematto-clasico-285-gr-266207/p,2026-06-12 13:04:38,2253,,,
Dia,Leche Entera en Polvo DIA 800 Gr.,Leche Entera en Polvo DIA 800 Gr.,10725.0,10725.0,,,,https://diaonline.supermercadosdia.com.ar/leche-entera-en-polvo-dia-800-gr-30115/p,2026-06-12 13:04:38,2252,,,
Dia,Leche Entera Tregar Larga Vida 1 Lt.,Leche Entera Tregar Larga Vida 1 Lt.,2409.0,2409.0,,,,https://diaonline.supermercadosdia.com.ar/leche-entera-tregar-larga-vida-1-lt-275781/p,2026-06-12 13:04:39,2251,,,
Dia,Queso Untable Tregar Clásico 300 Gr.,Queso Untable Tregar Clásico 300 Gr.,3990.0,3990.0,,,,https://diaonline.supermercadosdia.com.ar/queso-untable-tregar-clasico-300-gr-266108/p,2026-06-12 13:04:42,2254,,,
Dia,Queso Untable La Serenísima Cremón Original 280 Gr.,Queso Untable La Serenísima Cremón Original 280 Gr.,2925.0,3899.0,,,,https://diaonline.supermercadosdia.com.ar/queso-untable-la-serenisima-cremon-original-280-gr-274284/p,2026-06-12 13:04:43,2255,,,
Dia,Queso Blanco Original La Serenísima Clasico 290 Gr.,Queso Blanco Original La Serenísima Clasico 290 Gr.,2590.0,4015.0,,,,https://diaonline.supermercadosdia.com.ar/queso-blanco-original-la-serenisima-clasico-290-gr-298773/p,2026-06-12 13:04:43,2256,,,
Dia,Aceite De Girasol Legitimo 15 Lt 15122,Aceite De Girasol Legitimo 15 Lt 15122,0.0,0.0,,,,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-legitimo-15-lt-15122/p,2026-06-12 13:04:43,2241,,,
Dia,Queso Crema Clásico Casancrem 500 Gr.,Queso Crema Clásico Casancrem 500 Gr.,6000.0,8690.0,,,,https://diaonline.supermercadosdia.com.ar/queso-crema-clasico-casancrem-500-gr-2797/p,2026-06-12 13:04:45,2257,,,
Dia,Queso Cremoso Clásico Dia 290 Gr.,Queso Cremoso Clásico Dia 290 Gr.,2750.0,2750.0,,,,https://diaonline.supermercadosdia.com.ar/queso-cremoso-clasico-dia-290-gr-162816/p,2026-06-12 13:04:47,2259,,,
Dia,Queso Untable Tonadita Patagonia 300 Gr.,Queso Untable Tonadita Patagonia 300 Gr.,3590.0,3999.0,,,,https://diaonline.supermercadosdia.com.ar/queso-untable-tonadita-patagonia-300-gr-265769/p,2026-06-12 13:04:47,2260,,,
Dia,Queso Crema DIA Normandia 290 Gr.,Queso Crema DIA Normandia 290 Gr.,3490.0,3490.0,,,,https://diaonline.supermercadosdia.com.ar/queso-crema-dia-normandia-290-gr-269094/p,2026-06-12 13:04:47,2258,,,
