nombre,precio_normal,precio_descuento,precio_por_unidad,unidad,descuentos,fecha,supermercado,url,id_link_producto,producto_nombre,fecha_extraccion,error_type,titulo
"Gaseosa Sprite Lima-Limón 2,25 Lt.",5650.0,5650.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/gaseosa-sprite-lima-limon-225-lt-14847/p,2336,"Gaseosa Sprite Lima-Limón 2,25 Lt.",2026-06-24 19:08:30,,
COP MANIKING FRIT C/PIEL 500X,3428.99,3428.99,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/comestibles/cop-maniking-frit-c-piel-500x/,3560,,,,
,,,,,,,,https://www.carrefour.com.ar/galletitas-de-vainilla-mellizas-rellenas-de-limon-x3-330-grs-742461/p,2723,,,404,Carrefour
Papas Fritas Corte Americano Krachitos 165 Gr.,4530.0,4530.0,,,2do al 50%,,Dia,https://diaonline.supermercadosdia.com.ar/papas-fritas-corte-americano-krachitos-165-gr-27227/p,2387,Papas Fritas Corte Americano Krachitos 165 Gr.,2026-06-24 19:09:13,,
Alimento húmedo para perro Pet's Class 100 g. carne,,,,,,,,https://www.carrefour.com.ar/alimento-humedo-para-perro-pet-s-class-100-g-carne-535038/p,3432,,,no_disponible,Alimento húmedo para perro Pet's Class 100 g. carne - Carrefour
Gaseosa Crush Naranja 3 Lt,2400.00,2400.00,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/gaseosa_crush_naranja_3_lt,4050,,,,
Atun Lomitos Al Natural Bahia 170 Gr,3612.75,3612.75,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/atun_lomitos_al_natural_bahia_170_gr,4270,,,,
Whisky Red Label Johnnie Walker 1 Lt,43867.30,43867.30,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/whisky_red_label_johnnie_walker_1_lt2,4167,,,,
Detergente ultra Carrefour Expert limón 600 ml,3950,3555,5925,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/detergente-ultra-carrefour-expert-limon-600-ml-710552/p,3369,,,,
Queso Cremoso Silvia x Kg.,15880.0,15880.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/queso-cremoso-silvia-x-kg-226999/p,2262,Queso Cremoso Silvia x Kg.,2026-06-24 19:10:09,,
Leche Entera 3% Larga Vida La Serenisima 1 Lt,1912.65,1912.65,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/leche_entera_3_larga_vida_la_serenisima_1_lt,3897,,,,
Leche La serenisima clásica 3% 1L,2859,2144.25,2859,1 L.,leche la serenisima clsica 3% 1l | 2do al 50% max 24 unidades combinable la serenisima | leche ls uat entera fortificada vitaminas acd y e 3% edge 1l,2026-06-24,Carrefour,https://www.carrefour.com.ar/leche-la-serenisima-clasica-3-1l-720719/p,2904,,,,
GIN BEEFEATER 700X,23404.76,23404.76,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/blancas-y-licores/gin-beefeater-london-750-kts/,3646,,,,
Galletitas anillitos 9 de Oro de coco 180 g.,2009,2009,11161.11,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-anillitos-9-de-oro-de-coco-180-g-733274/p,2802,,,,
Limpiador líquido aromatizante Poett flores de primavera 900 ml.,,,,,,,,https://www.carrefour.com.ar/limpiador-liquido-aromatizante-poett-flores-de-primavera-900-ml-671375/p,3397,,,no_disponible,Carrefour
Lavandina Clasica Heroe 1 Lt.,1100.0,1100.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/lavandina-clasica-heroe-1-lt-295864/p,2619,Lavandina Clasica Heroe 1 Lt.,2026-06-24 19:11:28,,
Te Esp S/Ens Taragui 25sq,1174.23,1174.23,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/te_esp_sens_taragui_25sq,4249,,,,
"Aceite de Girasol Natura 1,5 Lt.",6975.0,6975.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/aceite-de-girasol-natura-15-lt-78856/p,2240,"Aceite de Girasol Natura 1,5 Lt.",2026-06-24 19:11:40,,
FERN 1882 750X,7429.44,7429.44,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/aperitivos/fernet-1882-x-750c-c/,3630,,,,
Sifon De Soda Sin Tacc Dia 2 Lt.,1685.0,1550.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/sifon-de-soda-sin-tacc-dia-2-lt-295150/p,2375,Sifon De Soda Sin Tacc Dia 2 Lt.,2026-06-24 19:12:11,,
Queso crema entero San ignacio en pote 290 g,3769,3769,12996.55,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/queso-crema-entero-san-ignacio-en-pote-290-g-726389/p,2913,,,,
Suavizante para Ropa Vivere Explosion Floral X900 Ml,3797.60,3797.60,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/suavizante_para_ropa_vivere_explosion_floral_x900_ml,4370,,,,
Galletitas Trimak polvorón con chips de chocolate 150 g.,1159,1159,7726.67,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-trimak-polvoron-con-chips-de-chocolate-150-g/p,2712,,,,
Queso Cremoso Vacalin 400 Gr.,6414.0,6414.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/queso-cremoso-vacalin-400-gr-150653/p,2263,Queso Cremoso Vacalin 400 Gr.,2026-06-24 19:12:57,,
Queso crema Carrefour classic tradicional 290 g.,3190,2871,9900,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/queso-crema-carrefour-classic-tradicional-290-g-719066/p,2912,,,,
Harina de maíz para arepas Morixe 1 kg.,3649,3649,3649,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/harina-de-maiz-para-arepas-morixe-1-kg/p,2830,,,,
Nesquik cereal 210 grs,,,,,,,,https://www.carrefour.com.ar/nesquik-cereal-210-grs-721284/p,2945,,,no_disponible,Carrefour
Mermelada Durazno La Campagnola 454 Gr,4026.63,4026.63,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/mermelada_durazno_la_campagnola_454_gr,4024,,,,
Galletita de avena limón y jengibre Carrefour Extra 120 grs,2250,2115,17625,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletita-de-avena-limon-y-jengibre-carrefour-extra-120-grs-760538/p,2791,,,,
Jamon Cocido FRS Feteado X250Gr,4255.06,3616.80,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/jamon_cocido_frs_feteado_x250gr,4283,,,,
Aceite de girasol Cañuelas 1.5 l.,,,,,,,,https://www.carrefour.com.ar/aceite-de-girasol-canuelas-15-l/p,2871,,,no_disponible,Aceite de girasol Cañuelas 1.5 l - Carrefour
,,,,,,,,https://www.delimart.com.ar/yerba_mate_suave_4f_union_500_gr,4211,,,exception,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff63cb13fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff63cb14000+14980]
	chromedriver!(No symbol) [0x7ff63c65793d]
	chromedriver!(No symbol) [0x7ff63c6b1aad]
	chromedriver!(No symbol) [0x7ff63c6b1dac]
	chromedriver!(No symbol) [0x7ff63c7027d7]
	chromedriver!(No symbol) [0x7ff63c6ff39b]
	chromedriver!(No symbol) [0x7ff63c6a401c]
	chromedriver!(No symbol) [0x7ff63c6a4f43]
	chromedriver!GetHandleVerifier [0x7ff63d0f7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff63d0f1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff63d117115+617a95]
	chromedriver!GetHandleVerifier [0x7ff63cb31dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff63cb3a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff63cb1d744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff63cb1d8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff63cb01447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Endulzante Stevia Hileret forte X 200 Ml,5056.41,5056.41,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/endulzante_stevia_hileret_forte__x_200_ml,3970,,,,
COP CRONWELL PAPA FRIT 500X,5459.27,5459.27,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/comestibles/cop-cronwell-papa-frit-500x/,3549,,,,
LEGU CATINI LENTEJONES 500X,2148.59,2148.59,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/comestibles/legu-catini-lentejones-500x/,3521,,,,
CERVEZA PATAGONIA 24.7 LATA 473X,2628.27,2628.27,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/cerveza/cerv-patagonia-24-7-lata-473x/,3587,,,,
CERV IMPERIAL STOUT LATA 473X,2042.22,2042.22,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/cerveza/cerv-imperial-stout-lata-473x/,3572,,,,
YERB CBSE SERRANA 500X,1974.33,1974.33,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/comestibles/yerb-cbse-serrana-500x/,3668,,,,
"Soda Carrefour Classic 2,25 lts",,,,,,,,https://www.carrefour.com.ar/soda-carrefour-classic-225-lts-735713/p,3104,,,no_disponible,Carrefour
Fideos Spaghetti Arcor 500 g,1697.53,1697.53,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/fideos_spaghetti_arcor_500_g,3873,,,,
Galletitas dulces Cereal Mix sabor cacao 150 grs,,,,,,,,https://www.carrefour.com.ar/galletitas-dulces-cereal-mix-sabor-cacao-150-grs-748630/p,2773,,,no_disponible,Carrefour
Galletitas Rellena Amor 110 Gr,1541.66,1541.66,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/galletitas_rellena_amor_110_gr,3788,,,,
Galletitas original Criollitas 100 g. x 3 uni,1949,1949,6496.67,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-original-criollitas-100-g-x-3-uni/p,2817,,,,
Harina leudante Blancaflor 1 kg.,2129,2129,2129,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/harina-leudante-blancaflor-1-kg-732163/p,2844,,,,
Aceite de girasol Lira 1.5 l.,,,,,,,,https://www.carrefour.com.ar/aceite-de-girasol-lira-15-l/p,2877,,,no_disponible,Aceite de girasol Lira 1.5 l - Carrefour
Galletitas crackers Carrefour classic sandwich 110 g.,689,626.99,5699.91,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-crackers-carrefour-classic-sandwich-110-g/p,2828,,,,
Galletitas mini Frolitas Carrefour classic 300 g.,2090,1922.80,6409.33,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-mini-frolitas-carrefour-classic-300-g/p,2754,,,,
,,,,,,,,https://depotexpress.com.ar/productos/bebidas-c-alcohol/vinos-y-espumantes/vinf-portillo-malbec-750x/,3604,,,exception,"Message: timeout: Timed out receiving message from renderer: 6.430
  (Session info: chrome=149.0.7827.158)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff63cb13fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff63cb14000+14980]
	chromedriver!(No symbol) [0x7ff63c65793d]
	chromedriver!(No symbol) [0x7ff63c644449]
	chromedriver!(No symbol) [0x7ff63c644131]
	chromedriver!(No symbol) [0x7ff63c641e01]
	chromedriver!(No symbol) [0x7ff63c64273f]
	chromedriver!(No symbol) [0x7ff63c651e1a]
	chromedriver!(No symbol) [0x7ff63c668a77]
	chromedriver!(No symbol) [0x7ff63c67093a]
	chromedriver!(No symbol) [0x7ff63c642f01]
	chromedriver!(No symbol) [0x7ff63c6687a5]
	chromedriver!(No symbol) [0x7ff63c6ff71a]
	chromedriver!(No symbol) [0x7ff63c6a401c]
	chromedriver!(No symbol) [0x7ff63c6a4f43]
	chromedriver!GetHandleVerifier [0x7ff63d0f7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff63d0f1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff63d117115+617a95]
	chromedriver!GetHandleVerifier [0x7ff63cb31dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff63cb3a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff63cb1d744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff63cb1d8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff63cb01447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Mermelada Durazno BC 390 Gr,5213.17,5213.17,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/mermelada_durazno_bc_390_gr,4022,,,,
Dulce De Leche Clasico Ilolay 200 Gr,1584.72,1584.72,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/dulce_de_leche_clasico_ilolay_200_gr,3959,,,,
Tampones Kotex Medio x 12 Ud.,5830.0,2900.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/tampones-kotex-medio-x-12-ud-287791/p,2605,Tampones Kotex Medio x 12 Ud.,2026-06-24 19:10:27,,
Galletitas dulces Terrabusi vainilla 120 grs,1259,1259,10491.67,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-dulces-terrabusi-vainilla-120-grs-743100/p,2759,,,,
Gaseosa Secco Cola 2.25 Lt,1856.27,1577.83,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/gaseosa_secco_cola_225_lt,4068,,,,
"Agua Tónica DIA 2,25 Lt.",1840.0,1380.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/agua-tonica-dia-225-lt-103628/p,2333,"Agua Tónica DIA 2,25 Lt.",2026-06-24 19:10:52,,
Sal fina Celusal paquete 500 g.,1559,1559,3118,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/sal-fina-celusal-paquete-500-g/p,2973,,,,
Lavandina Esencial Tradicional 1 Lt,1486.90,1486.90,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/lavandina_esencial_tradicional_1_lt,4362,,,,
HART CANIUELAS 3/0 1X,876.43,876.43,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/comestibles/harina-canuelas-000-1x/,3451,,,,
Vodka Orloff 700 Ml.,4718.0,4718.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/vodka-orloff-700-ml-181496/p,2462,Vodka Orloff 700 Ml.,2026-06-24 19:11:50,,
Whisky Black Label Johnnie Walker 750 Cc,68338.20,68338.20,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/whisky_black_label_johnnie_walker_750_cc2,4168,,,,
DETC MAGISTRAL PLATINUM LIMON 300X,2085.14,2085.14,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/limpieza/detc-magistral-platinum-limon-300x/,3727,,,,
Té Saquitos en Sobre Green Hills 50 ud.,2768.0,2768.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/te-saquitos-en-sobre-green-hills-50-ud-18963/p,2501,Té Saquitos en Sobre Green Hills 50 ud.,2026-06-24 19:12:30,,
Queso Crema Casancrem Clasico La Serenísima 290 G,4386.65,4386.65,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/queso_crema_casancrem_clasico_la_serenisima_290_g,3908,,,,
Galletita rellena de vainilla Polvorita en paquete 152 g.,1535,1535,10098.68,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletita-rellena-de-vainilla-polvorita-en-paquete-152-g-745255/p,2806,,,,
Leche Entera Clasica La Serenisima Sachet 1l,1754.26,1754.26,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/leche_entera_clasica_la_serenisima_sachet_1l2,3893,,,,
QUESO RALLADO MILKAUT RALL 40X,1391.32,1391.32,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/comestibles/queso-rallado-milkaut-x35g/,3479,,,,
Cerveza roja Imperial 473 ml,3025,3025,6395.35,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/cerveza-roja-imperial-473-ml-702435/p,3150,,,,
Gaseosa Secco Pomelo Blanco 3 Lt,2371.88,2016.10,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/gaseosa_secco_pomelo_blanco_3_lt,4053,,,,
ALPE SABRO CACH 1.5X,4248.48,4248.48,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/alimentos-para-mascotas/alpe-sabro-cach-1-5x/,3755,,,,
Azúcar comun tipo A Bella vista 1 kg.,,,,,,,,https://www.carrefour.com.ar/azucar-comun-tipo-a-bella-vista-1-kg-421740/p,2965,,,no_disponible,Carrefour
Maní Japonés Original Dia 65 Gr.,1950.0,1950.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/mani-japones-original-dia-65-gr-296588/p,2391,Maní Japonés Original Dia 65 Gr.,2026-06-24 19:14:42,,
Queso cremoso Punta del Agua horma x kg.,14600,14600,14600,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/queso-cremoso-punta-del-agua-horma-x-kg/p,2920,,,,
Galletitas Crackers Mediatarde 315 Gr.,2131.0,2131.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/galletitas-crackers-mediatarde-315-gr-285041/p,2216,Galletitas Crackers Mediatarde 315 Gr.,2026-06-24 19:15:04,,
Yerba Mate Amanda Suave 500 Gr.,2860.0,2860.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/yerba-mate-amanda-suave-500-gr-271840/p,2495,Yerba Mate Amanda Suave 500 Gr.,2026-06-24 19:15:07,,
Galletitas Choco C/Vainilla Rumba 330 Gr,4440.00,4440.00,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/galletitas_choco_cvainilla_rumba_330_gr,3829,,,,
Yogur Bebible De Frutilla La Serenisima Nutricion Activa x 900 Gr,2024.02,2024.02,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/yogur_bebible_de_frutilla_la_serenisima_nutricion_activa_x_900_gr,3936,,,,
Sal Fina Salero Corrediza Celusal x 250 Gs,3510.74,3510.74,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/sal_fina_salero_corrediza_celusal_x_250_gs,3976,,,,
,,,,,,,,https://www.carrefour.com.ar/soda-carrefour-classic-600-ml-740284/p,3105,,,404,Carrefour - Las mejores ofertas en supermercados
MERM BC FRUTILLA 390X,4231.17,4231.17,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/desayuno/merm-bc-frutilla-390x/,3527,,,,
Galletitas Chocolate Chocolinas 100 Gr,1223.06,1223.06,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/galletitas_chocolate_chocolinas_100_gr,3772,,,,
Cerveza Quilmes Cristal en Lata 473 ml.,2480.0,2480.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/cerveza-quilmes-cristal-en-lata-473-ml-39818/p,2401,Cerveza Quilmes Cristal en Lata 473 ml.,2026-06-24 19:16:26,,
Jabon Liquido Para Diluir Skip Bio Enzimas 500 Ml.,13250.0,13250.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/jabon-liquido-para-diluir-skip-bio-enzimas-500-ml-130048/p,2621,Jabon Liquido Para Diluir Skip Bio Enzimas 500 Ml.,2026-06-24 19:16:30,,
Jabón Líquido Baja Espuma Ala Eco Lavado D/P 800 Ml,3996.21,3996.21,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/jabon_liquido_baja_espuma_ala_eco_lavado_dp_800_ml,4367,,,,
Edulcorante Clasico Cañuelas 200 Ml,1809.24,1809.24,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/edulcorante_clasico_canuelas_200_ml,3974,,,,
Galletitas Maná sabor chocolatada 136 g.,,,,,,,,https://www.carrefour.com.ar/galletitas-mana-sabor-chocolatada-136-g-704900/p,2752,,,no_disponible,Carrefour
Alimento Para Perros Adultos Mordida Pequeña Mix Carnes y Vedura Keiko 3Kg,7644.83,7644.83,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/alimento_para_perros_adultos_mordida_pequena_mix_carnes_y_vedura_keiko_3kg,4399,,,,
,,,,,,,,https://www.delimart.com.ar/acelga_por_1200g_aprox,4291,,,exception,"Message: 
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff63cb13fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff63cb14000+14980]
	chromedriver!(No symbol) [0x7ff63c65793d]
	chromedriver!(No symbol) [0x7ff63c6b1aad]
	chromedriver!(No symbol) [0x7ff63c6b1dac]
	chromedriver!(No symbol) [0x7ff63c7027d7]
	chromedriver!(No symbol) [0x7ff63c6ff39b]
	chromedriver!(No symbol) [0x7ff63c6a401c]
	chromedriver!(No symbol) [0x7ff63c6a4f43]
	chromedriver!GetHandleVerifier [0x7ff63d0f7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff63d0f1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff63d117115+617a95]
	chromedriver!GetHandleVerifier [0x7ff63cb31dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff63cb3a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff63cb1d744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff63cb1d8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff63cb01447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Crema Dental Colgate Herbal x 90 Gr,4382.20,4382.20,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/crema_dental_colgate_herbal_x_90_gr,4340,,,,
Gaseosa 7 Up Lima Limón 2.25 Lt,2816.67,2816.67,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/gaseosa_7_up_lima_limon_225_lt,4065,,,,
AGUS AQUARIUS MZNA 2.25X,2200.00,2200.00,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-s-alcohol/aguas/agus-aquarius-mzna-2-25x/,3541,,,,
Jabón de tocador Palmolive Naturals Karité y Vitamina E Nutrición Intensiva x3 90 grs,3499,2274.35,12959.26,1 K.,exclusivo online 2do al 70% iguales,2026-06-24,Carrefour,https://www.carrefour.com.ar/jabon-de-tocador-palmolive-naturals-kerite-y-vitamina-e-nutricion-intensiva-x3-980-grs-713803/p,3299,,,,
Vino Tinto Nampe Malbec 750 ml.,4630.0,4630.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/vino-tinto-nampe-malbec-750-ml-206288/p,2429,Vino Tinto Nampe Malbec 750 ml.,2026-06-24 19:15:50,,
Cerveza rubia Warsteiner 473 ml,3199,3199,6763.21,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/cerveza-rubia-warsteiner-473-ml-645392/p,3146,,,,
Cerveza Golden Imperial 473 Ml.,3105.0,3105.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/cerveza-golden-imperial-473-ml-244806/p,2413,Cerveza Golden Imperial 473 Ml.,2026-06-24 19:16:05,,
Vino tinto Malbec Alaris 750 ml,5829,4371.75,5829,1 L.,25% off max 24 unidades,2026-06-24,Carrefour,https://www.carrefour.com.ar/vino-tinto-malbec-alaris-750-cc/p,3164,,,,
Manzana Roja Comercial en bolsa malla x Kg.,3590.0,3590.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/manzana-roja-comercial-en-bolsa-malla-x-kg-90111/p,2549,Manzana Roja Comercial en bolsa malla x Kg.,2026-06-24 19:16:18,,
Cereales Choco Krispis pops x 185 Grs,4305.60,4305.60,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/cereales_choco_krispis_pops_x_185_grs,3946,,,,
Azúcar AG 1 kG,1509.37,1509.37,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/azucar_ag_1_kg,3968,,,,
Jabón Dove Antibacterial Cuida & Protege 90 Gr,2939.09,2939.09,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/jabon_dove_antibacterial_cuida__protege_90_gr,4306,,,,
Yogur Bebible Entero Vainilla Milkaut 900 Gr,2353.76,2353.76,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/yogur_bebible_entero_vainilla_milkaut_900_gr,3939,,,,
Yerba Mate Amanda Tradicional x 1Kg,4456.66,4456.66,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/yerba_mate_amanda_tradicional_x_1kg,4204,,,,
Mermelada BC La Campagnola de naranja 390 g.,3849,3849,9869.23,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/mermelada-bc-la-campagnola-de-naranja-390-g-691479/p,3038,,,,
Galletitas Frutilla Merengadas 88 Gr,1494.26,1494.26,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/galletitas_frutilla_merengadas_88_gr,3791,,,,
,,,,,,,,https://depotexpress.com.ar/productos/alimentos-para-mascotas/pisa-nic-piedra-sanitaria-2kg/,3763,,,exception,"Message: timeout: Timed out receiving message from renderer: 6.566
  (Session info: chrome=149.0.7827.158)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff63cb13fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff63cb14000+14980]
	chromedriver!(No symbol) [0x7ff63c65793d]
	chromedriver!(No symbol) [0x7ff63c644449]
	chromedriver!(No symbol) [0x7ff63c644131]
	chromedriver!(No symbol) [0x7ff63c641e01]
	chromedriver!(No symbol) [0x7ff63c64273f]
	chromedriver!(No symbol) [0x7ff63c651e1a]
	chromedriver!(No symbol) [0x7ff63c668a77]
	chromedriver!(No symbol) [0x7ff63c67093a]
	chromedriver!(No symbol) [0x7ff63c642f01]
	chromedriver!(No symbol) [0x7ff63c6687a5]
	chromedriver!(No symbol) [0x7ff63c6ff71a]
	chromedriver!(No symbol) [0x7ff63c6a401c]
	chromedriver!(No symbol) [0x7ff63c6a4f43]
	chromedriver!GetHandleVerifier [0x7ff63d0f7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff63d0f1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff63d117115+617a95]
	chromedriver!GetHandleVerifier [0x7ff63cb31dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff63cb3a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff63cb1d744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff63cb1d8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff63cb01447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Galletitas Serranitas x 3 315 G,1747.28,1747.28,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/galletitas_serranitas_x_3_315_g,3842,,,,
Galletita Mana Acaramelada x145 gr,1336.11,1336.11,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/galletita_mana_acaramelada_x145_gr,3775,,,,
Tomate Perita x 1 kg (2da Selección BLANDO-MANCHAS),1500.11,1500.11,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/tomate_perita_x_1_kg_2da_seleccion_blando-manchas,4298,,,,
