nombre,precio_normal,precio_descuento,precio_por_unidad,unidad,descuentos,fecha,supermercado,url,id_link_producto,producto_nombre,fecha_extraccion,error_type,titulo
Mermelada Ciruela BC 390 Gr,5213.17,5213.17,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/mermelada_ciruela_bc_390_gr,4042,,,,
Galletitas vainilla rellenas chocolate Tortitas 125 g.,1479,1479,11832,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-vainilla-rellenas-chocolate-tortitas-125-g/p,2739,,,,
JARP ALA ECOLAVADO REG 400X,903.24,903.24,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/limpieza/jarp-ala-ecolavado-reg-400x/,3737,,,,
TE LA VIRG MANZANILLA 25X,1370.81,1370.81,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/desayuno/te-la-virg-manzanilla-25x/,3681,,,,
Queso Crema Clasico Tregar 190g,3366.62,3366.62,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/queso_crema_clasico_tregar_190g,3907,,,,
Mani King Salado Sin Piel 100 Gr,1427.31,1427.31,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/mani_king_salado_sin_piel_100_gr,4111,,,,
Galletitas Dulces Variedad Terrabusi Mix Tamaño Familiar 590 Gr.,5300.0,5300.0,,,2do al 70%,,Dia,https://diaonline.supermercadosdia.com.ar/galletitas-dulces-variedad-terrabusi-mix-tamano-familiar-590-gr-284655/p,2205,Galletitas Dulces Variedad Terrabusi Mix Tamaño Familiar 590 Gr.,2026-06-24 19:52:30,,
Papas fritas Bulnez corte clásico 120 g.,1990,1990,16583.33,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/papas-fritas-bulnez-corte-clasico-120-g-742670/p,3120,,,,
Zanahorias el kilo a,2356.25,2356.25,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/zanahorias_el_kilo_a,4299,,,,
Nachos Sabor A Queso Doritos X 129 Gr.,5400.0,3477.6,,,,,Dia,https://diaonline.supermercadosdia.com.ar/nachos-sabor-a-queso-doritos-x-129-gr-107734/p,2384,Nachos Sabor A Queso Doritos X 129 Gr.,2026-06-24 19:53:10,,
Galletita rellena de limón Carrefour Classic 30 g.,799,743.07,24769,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletita-rellena-de-limon-carrefour-classic-30-g-738861/p,2774,,,,
Margarina en pan Danica clásica 200 g.,2349,2349,11745,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/margarina-en-pan-danica-clasica-200-g-726170/p,2889,,,,
Galletitas Crackers Sandwich Traviata 324 Gr.,2193.0,2193.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/galletitas-crackers-sandwich-traviata-324-gr-134643/p,2213,Galletitas Crackers Sandwich Traviata 324 Gr.,2026-06-24 19:53:41,,
MAYO HELLMANNS CLASI DP 475X,2621.57,2621.57,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/comestibles/mayo-hellmanns-clasi-dp-475x/,3496,,,,
Antitranspirante en barra Rexona clinical classic 50 g.,,,,,,,,https://www.carrefour.com.ar/antitranspirante-en-barra-rexona-clinical-classic-50-g/p,3331,,,no_disponible,Desodorante Antitranspirante Rexona women en crema 48 g - Carrefour
Tampones Kotex medio 20 uni,9279,9279,463.95,1 U.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/tampones-kotex-medio-20-uni-694964/p,3356,,,,
Queso Crema DIA Normandia 290 Gr.,3490.0,3490.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/queso-crema-dia-normandia-290-gr-269094/p,2258,Queso Crema DIA Normandia 290 Gr.,2026-06-24 19:54:37,,
Vacio Don Juan - Envasado al Vacío - El kilo a,30282.82,30282.82,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/vacio_don_juan_-_envasado_al_vacio_-_el_kilo_a,4255,,,,
Dulce de Leche Clasico Cremigal 250 Gr,1793.14,1524.17,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/dulce_de_leche_clasico_cremigal_250_gr,3960,,,,
Suavizante Concentrado Luxury Dia 500 Ml.,4590.0,4590.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/suavizante-concentrado-luxury-dia-500-ml-295887/p,2627,Suavizante Concentrado Luxury Dia 500 Ml.,2026-06-24 19:55:04,,
Maggi Caldo de Carne Menos Sodio 12 uni,,,,,,,,https://www.carrefour.com.ar/maggi-caldo-de-carne-menos-sodio-12-uni-723124/p,3009,,,no_disponible,Carrefour
Galletitas vainilla rellena chocolate Maná 152 g.,1669,1669,10980.26,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-vainilla-rellena-chocolate-mana-152-g-675038/p,2706,,,,
Queso Cremoso Cremigal Fracc 800G,9912.22,8425.39,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/queso_cremoso_cremigal_fracc_800g,3918,,,,
Galletitas Chocolate Chocolinas 250 Gr.,2420.0,2420.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/galletitas-chocolate-chocolinas-250-gr-47932/p,2208,Galletitas Chocolate Chocolinas 250 Gr.,2026-06-24 19:55:50,,
Detergente Magistral Ultra Limón Botella 300 ml,2595,2595,8650,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/detergente-magistral-ultra-limon-en-botella-300-ml-741294/p,3364,,,,
Arroz Largo Fino Máximo 500 Gr.,905.0,905.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/arroz-largo-fino-maximo-500-gr-272633/p,2231,Arroz Largo Fino Máximo 500 Gr.,2026-06-24 19:56:08,,
Gaseosa Cola Regular Pepsi 2 Lt.,4550.0,4550.0,,,2do al 50%,,Dia,https://diaonline.supermercadosdia.com.ar/gaseosa-cola-regular-pepsi-2-lt-115102/p,2351,Gaseosa Cola Regular Pepsi 2 Lt.,2026-06-24 19:56:13,,
Anco x Kg.,1190.0,1190.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/anco-x-kg-90120/p,2567,Anco x Kg.,2026-06-24 19:56:26,,
Queso crema clásico Casancrem 290 grs,5859,4394.25,15152.59,1 K.,25% off max 8 unidades,2026-06-24,Carrefour,https://www.carrefour.com.ar/queso-crema-clasico-casancrem-290-grs-726373/p,2908,,,,
SALF DOS ANCLAS FIN EST 500X,1273.38,1273.38,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/comestibles/salf-dos-anclas-fin-est-500x/,3489,,,,
Margarina en pan Margadan 200 g.,2039,2039,10195,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/margarina-en-pan-margadan-200-g-726171/p,2888,,,,
Vino tinto Malbec Finca Las Moras 750 ml,5240,5240,6986.67,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/vino-tinto-malbec-finca-las-moras-750-cc/p,3162,,,,
Papel Higiénico Higienol Max hoja simple 80 m 4 Ud.,5749.0,5749.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/papel-higienico-higienol-max-hoja-simple-80-m-4-ud-7582/p,2596,Papel Higiénico Higienol Max hoja simple 80 m 4 Ud.,2026-06-24 19:57:27,,
Té en saquitos Green Hills 50 u.,2759,2759,27590,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/te-en-saquitos-green-hills-50-u/p,3231,,,,
Vino Tinto Alma Mora Malbec 750 ml.,7734.0,5990.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/vino-tinto-alma-mora-malbec-750-ml-104269/p,2421,Vino Tinto Alma Mora Malbec 750 ml.,2026-06-24 19:57:44,,
Nescafé Dolca Original Frasco 170 grs,11959,8969.25,52760.29,1 K.,25% off max 8 unidades,2026-06-24,Carrefour,https://www.carrefour.com.ar/nescafe-dolca-original-en-frasco-170-grs-729430/p,3209,,,,
Lentejas Secas Remojadas Dia 300 Gr.,911.0,911.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/lentejas-secas-remojadas-dia-300-gr-279126/p,2320,Lentejas Secas Remojadas Dia 300 Gr.,2026-06-24 19:58:00,,
Costilla Ventana Don Juan - Envasado al vacío - El kilo a,28908.80,28908.80,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/costilla_ventana_don_juan_-_envasado_al_vacio_-_el_kilo_a,4254,,,,
Papas fritas Quento clasicas 92 g.,2629,1577.40,17145.65,1 K.,39%,2026-06-24,Carrefour,https://www.carrefour.com.ar/papas-fritas-quento-clasicas-92-g-731457/p,3126,,,,
Papas Fritas Sabor Original Pringles 104 Gr.,5650.0,5339.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/papas-fritas-sabor-original-pringles-104-gr-26384/p,2388,Papas Fritas Sabor Original Pringles 104 Gr.,2026-06-24 19:58:22,,
Cerveza rubia Imperial Golden 473 ml,2849,2849,6023.26,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/cerveza-rubia-imperial-golden-473-ml-655377/p,3145,,,,
Gin Gordon's 700 cc,18899,14174.25,20248.93,1 L.,25% off max 8 unidades,2026-06-24,Carrefour,https://www.carrefour.com.ar/gin-gordon-s-700-cc-45722/p,3186,,,,
* Yogur Bebible Clasico De Frutilla La Serenisima x 900 Gr,1912.32,1625.47,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/_yogur_bebible_clasico_de_frutilla_la_serenisima_x_900_gr23456789101112131415161718,3944,,,,
Conserva De Pescado Lomo de Atún al Natural La Campagnola X 170 Gr,6657.33,6657.33,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/conserva_de_pescado_lomo_de_atun_al_natural_la_campagnola_x_170_gr,4275,,,,
Whisky anejo Old smuggler 750 cc,9599,7199.25,9599,1 L.,25% off max 8 unidades,2026-06-24,Carrefour,https://www.carrefour.com.ar/whisky-anejo-old-smuggler-750-cc-458724/p,3199,,,,
Tomate perita x kg.,3199,3199,3199,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/tomate-perita-x-kg-735551/p,3290,,,,
Azúcar Común Ledesma 1 Kg,1606.28,1606.28,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/azucar_comun_ledesma_1_kg,3967,,,,
FIDO MATAR TALL N5 500X,1467.43,1467.43,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/comestibles/fido-matar-tall-500x/,3466,,,,
Galletitas crackers Carrefour classic x3 330 grs,1890,1738.80,5269.09,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/galletitas-crackers-carrefour-classic-x3-330-grs-473984/p,2821,,,,
Yerba Mate Compuesta Cachamate Hierbas Pampeanas celeste(menta-eucalipto-coriandro-manzanilla -poleo) 500 G,2216.82,2216.82,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/yerba_mate_compuesta_cachamate_hierbas_pampeanas_celestementa-eucalipto-coriandro-manzanilla_-poleo_500_g,4229,,,,
Caldo de verduras Carrefour classic caja 12 u.,1650,1501.50,13171.05,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/caldo-de-verduras-carrefour-classic-caja-12-u/p,3004,,,,
Cereal Nesquik 210gr,5674.44,5674.44,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/cereal_nesquik_210gr2,3952,,,,
Pure de tomates Alco 520 g.,,,,,,,,https://www.carrefour.com.ar/pure-de-tomates-alco-520-g/p,3022,,,no_disponible,Carrefour
Mermelada Carrefour Classic de frutos rojos 454 g.,,,,,,,,https://www.carrefour.com.ar/mermelada-carrefour-classic-de-frutos-rojos-454-g-739421/p,3046,,,no_disponible,Mermelada Carrefour Classic de frutos rojos 454 g. - Carrefour
Queso cremón La Serenísima original pote 280 g.,4169,3126.75,11166.96,1 K.,25% off max 8 unidades,2026-06-24,Carrefour,https://www.carrefour.com.ar/queso-cremon-la-serenisima-original-pote-280-g/p,2911,,,,
Aperitivo Fernet Branca 450 ml.,12250.0,12250.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/aperitivo-fernet-branca-450-ml-102405/p,2457,Aperitivo Fernet Branca 450 ml.,2026-06-24 19:52:07,,
Papel higiénico Elite Ultra Suave doble hoja 30 mts 4 uni,4479,3359.25,279.94,1 M2.,25% off mi crf max 8 unidades,2026-06-24,Carrefour,https://www.carrefour.com.ar/papel-higienico-elite-ultra-suave-doble-hoja-30-mts-4-uni-722670/p,3345,,,,
Toalla Calipso Normal X8,1097.93,1097.93,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/toalla_calipso_normal_x82,4351,,,,
Mortadela Paladini mini 300 g.,4979,4979,16596.67,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/mortadela-paladini-mini-300-g/p,3256,,,,
CERVEZA ANTARES 25 ANIOS 473X,2035.03,2035.03,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/cerveza/cerv-antares-25-anios-473x/,3581,,,,
Trix Cereal X 230 Gr.,6310.0,4730.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/trix-cereal-x-230-gr-274282/p,2272,Trix Cereal X 230 Gr.,2026-06-24 19:53:19,,
Papel higiénico Bulnez hoja simple x4 30 mts,1750,1750,437.50,1 U.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/papel-higienico-bulnez-hoja-simple-x4-30-mts-769298/p,3346,,,,
"Soda Dia en Botella 2,25 Lt.",1500.0,1400.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/soda-dia-en-botella-225-lt-78303/p,2374,"Soda Dia en Botella 2,25 Lt.",2026-06-24 19:53:39,,
Lechuga mantecosa x kg.,2999,2999,2999,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/lechuga-mantecosa-x-kg-735119/p,3287,,,,
Snacks Papas Clasicas Quento 92 Gr,2416.30,2053.86,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/snacks_papas_clasicas_quento_92_gr,4105,,,,
CERVEZA MILLER DRAFT LATA 473X,1942.59,1942.59,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/cerveza/cerv-miller-draft-lata-473x/,3586,,,,
Dulce De Leche Clásico Milkaut 245 Gr,1897.58,1897.58,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/dulce_de_leche_clasico_milkaut_245_gr,3957,,,,
Cuadril Don Juan - Envasado al vacío - El kilo a,23007.19,23007.19,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/cuadril_don_juan_-_envasado_al_vacio_-_el_kilo_a,4258,,,,
Acelga x atado.,1499,1099.00,1099,1 U.,26%,2026-06-24,Carrefour,https://www.carrefour.com.ar/acelga-x-atado-744145/p,3281,,,,
"Agua tónica Carrefour Classic light 2,25 lts",1790,1575.20,700.09,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/agua-tonica-carrefour-classic-light-225-lts-735676/p,3081,,,,
Mayonesa Dánica 1 kg.,4279,4279,4279,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/mayonesa-danica-1-kg-721947/p,2990,,,,
Jugo La Campagnola BC Multifruta 1 L,2805.84,2805.84,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/jugo_la_campagnola_bc_multifruta_1_l,4080,,,,
Gaseosa Coca Cola Sabor Original – 2.25 Lt,4312.50,4312.50,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/gaseosa_coca_cola_sabor_original___225_lt,4058,,,,
Vodka Smirnoff 700 cc,11899,8924.25,12748.93,1 L.,25% off max 8 unidades | vodka smirn off 700 cc,2026-06-24,Carrefour,https://www.carrefour.com.ar/vodka-smirnoff-700-cc/p,3179,,,,
Queso Untable Milkaut Crematto Clásico 285 Gr.,5073.0,5073.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/queso-untable-milkaut-crematto-clasico-285-gr-266207/p,2253,Queso Untable Milkaut Crematto Clásico 285 Gr.,2026-06-24 19:55:50,,
Arvejas secas remojadas Bulnez en lata 300 g.,644,644,2146.67,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/arvejas-secas-remojadas-bulnez-en-lata-300-g-740152/p,3026,,,,
Lavandina común Sedile 1 lt,,,,,,,,https://www.carrefour.com.ar/lavandina-comun-sedile-1-lt-773377/p,3370,,,no_disponible,Carrefour
Aperitivo Campari 750 Cc,11928.89,11928.89,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/aperitivo_campari_750_cc2,4157,,,,
YERB CRUZ MALTA BOL-MENTA 500X,1761.71,1761.71,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/comestibles/yerb-cruz-malta-bol-menta-500x/,3670,,,,
CERV ANTARES HONEY LATA 473X,2035.03,2035.03,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/bebidas-c-alcohol/cerveza/cerv-antares-honey-lata-473x/,3567,,,,
Alimento Para Gato Pesacado & Salmon Gati 8 Kg.,26633.0,26633.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/alimento-para-gato-pesacado---salmon-gati-8-kg-307991/p,2654,Alimento Para Gato Pesacado & Salmon Gati 8 Kg.,2026-06-24 19:57:36,,
Zapallo x Kg.,1190.0,1190.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/zapallo-x-kg-94087/p,2568,Zapallo x Kg.,2026-06-24 19:57:41,,
Plusbelle jabón de tocador Flores Rosa 120 grs,1245,1245,10375,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/plusbelle-jabon-de-tocador-flores-rosa-120-grs-764222/p,3302,,,,
Galletita Pepa Trio x 200 G,1059.05,1059.05,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/galletita_pepa_trio_x_200_g,3770,,,,
PAPE ELITE DH ULTRA SOFT 4X30X,4718.06,4718.06,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/limpieza/pape-elite-dh-ultra-soft-4x30x/,3721,,,,
Nalga Don Juan - Envasado al vacío - El kilo a,27732.53,27732.53,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/nalga_don_juan_-_envasado_al_vacio_-_el_kilo_a,4267,,,,
Polvorones Bulnez con chips de dulce de leche 150 g.,990,990,6600,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/polvorones-bulnez-con-chips-de-dulce-de-leche-150-g-744331/p,2762,,,,
Vino Malbec Nampe 750 Cc,3106.59,3106.59,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/vino_malbec_nampe_750_cc2,4131,,,,
Limpiador Glade Liquido Floral 875 ml,3223.05,3223.05,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/limpiador_glade_liquido_floral_875_ml,4380,,,,
Harina de trigo 000 Favorita con vitaminas 1 kg.,,,,,,,,https://www.carrefour.com.ar/harina-de-trigo-000-favorita-con-vitaminas-1-kg-732147/p,2834,,,no_disponible,Harina de Trigo 000 Favorita - Carrefour
FIDO LA CAMPANOLA SPAGHETTI 500X,1913.14,1913.14,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/comestibles/fido-la-campanola-spaghetti-500x/,3463,,,,
Alimento seco para perro Dog Selection razas pequeñas 3 kg,12869,9651.75,0,,25% off max 12 unidades,2026-06-24,Carrefour,https://www.carrefour.com.ar/alimento-seco-para-perro-dog-selection-razas-pequenas-3-kg-737888/p,3418,,,,
Huevos frescos blancos Carrefour 6 u.,2090,1922.80,320.47,1 U.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/huevos-frescos-blancos-carrefour-6-u/p,2957,,,,
Mermelada Frutilla La Campagnola 454 Gr,5059.36,5059.36,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/mermelada_frutilla_la_campagnola_454_gr,4035,,,,
Galletitas Cereal Mix Semilla & Chips x 207 gr,2261.09,2261.09,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/galletitas_cereal_mix_semilla__chips_x_207_gr,3817,,,,
SHAM PLUSB.SUAVIDAD BIO-PROT 1X,2061.13,2061.13,0,,Ninguno,2026-06-24,Depot,https://depotexpress.com.ar/productos/tocador-y-cosmtica/sham-plusb-suavidad-bio-prot-1x/,3709,,,,
Gaseosa Coca Cola Sabor Original - 1.5 Lt,3641.65,3641.65,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/gaseosa_coca_cola_sabor_original_-_15_lt,4072,,,,
Harina de trigo Tassara tipo 000 1 kg.,,,,,,,,https://www.carrefour.com.ar/harina-de-trigo-tassara-tipo-000-1-kg-703208/p,2839,,,no_disponible,Harina de trigo Tassara tipo 000 1 kg Tassara - Carrefour
Papas Fritas Jamon Serrano Dia 65 Gr.,2350.0,2350.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/papas-fritas-jamon-serrano-dia-65-gr-295065/p,2386,Papas Fritas Jamon Serrano Dia 65 Gr.,2026-06-24 20:01:40,,
"Agua Saborizada Aquarius Manzana 1,5 Lt.",2900.0,2900.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/agua-saborizada-aquarius-manzana-1-5-lt-114815/p,2367,"Agua Saborizada Aquarius Manzana 1,5 Lt.",2026-06-24 20:01:44,,
Gaseosa Secco Pomelo Blanco 2.25 Lt,2062.48,1753.11,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/gaseosa_secco_pomelo_blanco_225_lt,4047,,,,
Te Clasico Fino Virgin Islands La Virginia 50 Un,3623.08,3623.08,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/te_clasico_fino_virgin_islands_la_virginia_50_un,4250,,,,
Café instantáneo La Virginia suave frasco 170 g.,9215,9215,54205.88,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/cafe-instantaneo-la-virginia-suave-frasco-170-g/p,3212,,,,
Aperitivo Campari bitter 450 cc.,8699,8699,19331.11,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/aperitivo-con-alcohol-campari-450-ml-602834/p,3181,,,,
,,,,,,,,https://depotexpress.com.ar/productos/alimentos-para-mascotas/alga-whiskas-pescado-500x/,3759,,,exception,"Message: timeout: Timed out receiving message from renderer: 6.178
  (Session info: chrome=149.0.7827.158)
Stacktrace:
	chromedriver!GetHandleVerifier [0x7ff63cb13fa5+14925]
	chromedriver!GetHandleVerifier [0x7ff63cb14000+14980]
	chromedriver!(No symbol) [0x7ff63c65793d]
	chromedriver!(No symbol) [0x7ff63c644449]
	chromedriver!(No symbol) [0x7ff63c644131]
	chromedriver!(No symbol) [0x7ff63c641e01]
	chromedriver!(No symbol) [0x7ff63c64273f]
	chromedriver!(No symbol) [0x7ff63c651e1a]
	chromedriver!(No symbol) [0x7ff63c668a77]
	chromedriver!(No symbol) [0x7ff63c67093a]
	chromedriver!(No symbol) [0x7ff63c642f01]
	chromedriver!(No symbol) [0x7ff63c6687a5]
	chromedriver!(No symbol) [0x7ff63c6ff71a]
	chromedriver!(No symbol) [0x7ff63c6a401c]
	chromedriver!(No symbol) [0x7ff63c6a4f43]
	chromedriver!GetHandleVerifier [0x7ff63d0f7591+5f7f11]
	chromedriver!GetHandleVerifier [0x7ff63d0f1902+5f2282]
	chromedriver!GetHandleVerifier [0x7ff63d117115+617a95]
	chromedriver!GetHandleVerifier [0x7ff63cb31dce+3274e]
	chromedriver!GetHandleVerifier [0x7ff63cb3a82c+3b1ac]
	chromedriver!GetHandleVerifier [0x7ff63cb1d744+1e0c4]
	chromedriver!GetHandleVerifier [0x7ff63cb1d8d4+1e254]
	chromedriver!GetHandleVerifier [0x7ff63cb01447+1dc7]
	KERNEL32!BaseThreadInitThunk [0x7ffd6194e957+17]
	ntdll!RtlUserThreadStart [0x7ffd62787c1c+2c]
"
Aceite de girasol Cocinero 1.5 l.,5880,5880,3920,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/aceite-de-girasol-cocinero-15-l-41078/p,2872,,,,
Gaseosa Paso De Los Toros Pomelo 2.25 Lt,3473.38,3473.38,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/gaseosa_paso_de_los_toros_pomelo_225_lt,4059,,,,
"Queso Cremoso Silvia Aprox 1,100 G",13120.31,13120.31,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/queso_cremoso_silvia_aprox_1100_g2,3921,,,,
Whisky Blended Scotch White Horse 750 Ml.,22300.0,22300.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/whisky-blended-scotch-white-horse-750-ml-295614/p,2474,Whisky Blended Scotch White Horse 750 Ml.,2026-06-24 19:58:22,,
Vodka Absolut 750 Ml,29977.45,29977.45,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/vodka_absolut_750_ml,4150,,,,
Galletitas Dulces Melba Rellenas Con Crema 120 Gr.,1570.0,1570.0,,,2do al 70%,,Dia,https://diaonline.supermercadosdia.com.ar/galletitas-dulces-melba-rellenas-con-crema-120-gr-73264/p,2207,Galletitas Dulces Melba Rellenas Con Crema 120 Gr.,2026-06-24 19:58:36,,
Toallas femeninas Ladysoft normal soft 16 uni,5089,5089,318.06,1 U.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/toallas-femeninas-ladysoft-normal-soft-16-uni-731455/p,3358,,,,
Mortadela Paladini mini 500 g.,8650,8650,17300,1 K.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/mortadela-paladini-mini-500-g/p,3258,,,,
Queso Regianito Rallado Tonadita X40G,1533.31,1533.31,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/queso_regianito_rallado_tonadita_x40g,3934,,,,
Yerba Mate Union Suave Liviana 1 Kg,6774.42,6774.42,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/yerba_mate_union_suave_liviana_1_kg,4216,,,,
Fideos spaghetti N3 Matarazzo 500 g.,1813.33,1360,2720,1 K.,25% off max 8 unidades,2026-06-24,Carrefour,https://www.carrefour.com.ar/fideos-spaghetti-n3-matarazzo-500-g-729399/p,2863,,,,
Galletitas de vainillas Merengadas rellenas de frutilla 88 g.,,,,,,,,https://www.carrefour.com.ar/galletitas-de-vainillas-merengadas-rellenas-de-frutilla-88-g-716912/p,2698,,,no_disponible,Carrefour
Galletitas Surtidas Bagley 400 Gr.,3489.0,3489.0,,,,,Dia,https://diaonline.supermercadosdia.com.ar/galletitas-surtidas-bagley-400-gr-271962/p,2210,Galletitas Surtidas Bagley 400 Gr.,2026-06-24 19:59:50,,
Galletitas vainilla Porteñitas 139 g.,,,,,,,,https://www.carrefour.com.ar/galletitas-vainilla-portenitas-139-g/p,2661,,,no_disponible,Carrefour
Snacks Papas Fritas sabor Queso Crema y Ciboulette Quento 82 gr,2416.28,2053.84,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/snacks_papas_fritas_sabor_queso_crema_y_ciboulette_quento_82_gr,4102,,,,
Yogur Bebible Sabor Vainilla Cremigal 900 Gr,2144.50,1822.83,0,,Ninguno,2026-06-24,Delimart,https://www.delimart.com.ar/yogur_bebible_sabor_vainilla_cremigal_900_gr,3938,,,,
Desinfectante Ayudín expert frescura matinal aerosol 332 cc.,3639,3639,10960.84,1 L.,Ninguno,2026-06-24,Carrefour,https://www.carrefour.com.ar/desinfectante-ayudin-expert-frescura-matinal-aerosol-332-cc/p,3403,,,,
